ship_nodc,ship_name,remarks,source_url
46AB,STURLAUGUR,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
32S6,STURTEVANT,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
06ST,STUTTGART,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
90VF,STVOR,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
32G8,SUB SIG II,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
32SF,SUBSURFACE FLOAT,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
90FD,SUCHAN,OCL,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
9044,SUCHUM,1925 VIA OCL,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
06SF,SUDFALL,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
06MU,SUEDEROOG,OCL REQUEST CallSign DBJN 12-19-1956 to 12-5-1990,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
31FQ,SUFFOLK COUNTY,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
352G,SUFFREN,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
49S4,SUGI,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
76H6,SUI LIAN 220,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
49LP,SUIYO MARU,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
90DW,SUKHUM,OCL,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
74SU,SULA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
90C5,SULOY,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
49DY,SUMA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
49SL,SUMIDA,callSign JG3535,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
49UB,SUMIEI MARU,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
49YT,SUMIYOSHI MARU,7JFP,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
181S,SUMMERSIDE,MEDS REQUEST CallSign CGJJ (not the same as 181A),https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
181A,SUMMERSIDE,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
32QF,SUMTER,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
32WP,SUN COASTER,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
324S,SUN DANCE,(TUNA BOAT),https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
322S,SUNBEAN,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
36SH,SUNHOPE,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
06SU,SUNLINA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
061I,SUNNA HAV,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
315Q,SUNRISE,(TUNA BOAT),https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
32ZK,SUNSET BAY,callSign WSX6559,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
PASV,SUNVREELAND,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
34SU,SUOMI,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
32UA,SUPERHORSE,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
322U,SUPERIOR,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
09AE,SUPPLY,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49CN,SURENES,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
32X6,SURIBACHI,AE-21,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
24SR,SURO,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
24AP,SURO HO,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
24SU,SURO NO 1,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
24S3,SURO NO 3,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
24S8,SURO NO 8,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49VE,SURUGA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49SP,SURUGA MARU,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49UG,SURUGAMA MARU,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
35SU,SURVEILLANTE,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
31SU,SURVEYOR,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
74SV,SURVEYOR,callsign WTES,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
18SE,SURVEYOR,callSign WTES,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
322J,SUSAN JEAN,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
32QE,SUSQUEHANNA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
18SU,SUSSEXVALE,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
90ST,SUTCHAN,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
34SH,SUURSAARI/HOGLAND L/V,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
32SU,SUWANNEE,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49UO,SUYO-MARU,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
74GU,SUZANNA D,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49GM,SUZUKA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
58SV,SVANEN,callSign C6LA2,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
77SC,SVANIC,SMJU,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
06SV,SVENJA,DIAG,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
77SV,SVENSKA BJORN,L/V,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
77SS,SVENSKUND,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
90W2,SVETLANA,"OCL REQUEST 19th cent ""Fregat"" type Hydromet Servc",https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
9045,SVIATOGOR,1920 VIA OCL,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
77SB,SVINBADAN L/V,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
58SN,SVINTO,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
90WR,SVIREPYY,OCL REQUEST (alt. Spelling SVIREPIY),https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
32YG,SW RESEARCHER,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
741J,SWALLOW,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
31SW,SWAN,callSign P3CT3,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
SISX,SWAN REEFER,S6FK,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
74SX,SWAN REFFER,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
18SS,SWANSEA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
74SW,SWARTE BANK,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
326W,SWEARER,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49CQ,SWEET CLUB,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
318S,SWEET GUM,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
32X7,SWEETBRIER,WLB-405,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
31SX,SWERVE,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
741K,SWIFT,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
18SW,SWIFTSURE,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
33DV,SWIMMER/DIVER,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
31SZ,SWORDKNOT,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
06SX,SYDNEY EXPRESS,DIDS,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
77SY,SYDOSBROTTEN L/V,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
771A,SYGIN,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
32X8,SYLVANIA,AFS-2,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
74SY,SYLVIA,callSign HQVS,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
58SY,SYLVIA,callSign HQVS,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
58SA,SYSLA,1951-52,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49SZ,SYUNEI MARU,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49YW,SYUNKOTO MARU,OCL request; OCL code 7653,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49VL,SYUNPU MARU R/V,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
06BX,SZCZECIN TRADER,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
32TD,T 19,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
32TE,T 441,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
32HA,T. C. HART,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
32FR,T. E. FRASER,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
31GJ,T. J. GARY,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
32KT,T. KAREN,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
31KT,T. KATHEN,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
18ZT,T. W. ZELLEY,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
74TX,T.A. EXPLORER,ZDAZ6,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
54TM,T.A. MARINER,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
54TN,T.A. NAVIGATOR,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
74TV,T.A. VOYAGER,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
74TS,T.S. ASTRID,(MKUE3)  01/01/1995,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
18T3,T-3,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
SVTB,TAABO,(J8IU7)  02/09/1995,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
57TB,TABASC0,XCSH,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
06TB,TABASIS,RadioCallSign DIGF Sold in the 1980's,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
31ZT,TABBERER,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49T7,TACHIBANA MARU,callSign JPIM,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
32TF,TACLOBAN,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
32TC,TACOMA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
09T7,TACOMA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
35TA,TADORNE,callSign 6VQN,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
24TA,TAE BAEK SAN,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
24TW,TAE JEON,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
77TA,TAENDAREN,SMYB  SWEDISH SHIPPING ADMIN.,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
31TA,TAGE,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
76TA,TAI HE,BOAB,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
90T3,TAIFUN,ICES REQUEST  18Jul37 to 14Nov91,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
90US,TAIGA,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49TH,TAIHO-MARU,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49XD,TAIKEI MARU NO.11,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
90TA,TAIMYR,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
34TI,TAIPALEENLUOTO L/S,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49CE,TAIRIN MARU 8,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49EM,TAISEI MARU,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49FZ,TAJIMA,OCL REQUEST  (03/1988 to present),https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49TJ,TAKA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49T4,TAKANAMI,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49FI,TAKANOSU,OCL REQUEST  (03/1967 to present),https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49TC,TAKAO-MARU,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
35TK,TAKAROA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49AL,TAKASU MARU,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
492L,TAKATORI,(JQLG),https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
32TK,TAKELMA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49T9,TAKO MARU,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
32K4,TAKU,callSign WI9491,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49ZK,TAKUNAN MARU,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49T1,TAKUNAN-MARU NO 1,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49TX,TAKUNAN-MARU NO 10,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49T2,TAKUNAN-MARU NO 2,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49T3,TAKUNAN-MARU NO 3,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49T5,TAKUNAN-MARU NO 5,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49T8,TAKUNAN-MARU NO 8,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49XU,TAKUSUI,"spelling changed - Sep 6, 2000 (FJM)",https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49TK,TAKUYO,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49PK,TAKUYO MARU,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
327A,TALAMANCA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
31TL,TALBOT,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
29TL,TALIARTE,EEXL,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
32TH,TALLAHATCHIE CTY,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
31TF,TALLULAH,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
3128,TALUGA,callSign NWOS,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49JT,TAMAJIMA MARU,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49TM,TAMA-MARU,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49A2,TAMA-MARU NO 2,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49A3,TAMA-MARU NO 3,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49A5,TAMA-MARU NO 5,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49A6,TAMA-MARU NO 6,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49A7,TAMA-MARU NO 7,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
90TM,TAMANGO,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
32X9,TAMARA GUILDEN,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
32TA,TAMAROA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49DV,TAMASHIMA MARU,callSign JK5026,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
902E,TAMGA,ULRL,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
24TB,TAMHAE,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
34TS,TAMMIO/STAMO F/S,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
31TP,TAMPA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
35TN,TANCHE,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
31RT,TANEY,EX ROGER B. TANEY,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
61TG,TANGOROA R/V,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49TA,TANKAI-MARU,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
34TA,TANKAR F/S,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
31TN,TANNER,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49TD,TANSEI MARU,callSign JIQY,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49EV,TANSHU MARU,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
90C7,TANTAL,callSign ERLI,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
18DC,TANU,callSign CGBY,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49AN,TANYO-MARU,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
90T4,TAO,ICES REQUEST  06Jan89 to 31Dec91,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
61TA,TARANAKI,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
61TU,TARANUI,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
32YU,TARAWA,LHA-1,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
09TA,TAROONA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
901A,TAROUSS,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
352D,TARTU,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
9022,TARUSA,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
54TC,TASMAN CHALLENGER,CallSign ELXD7,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
54TH,TASMAN CRUSADER,CallSign ELXD8,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
336D,TASSINGE,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
336F,TASU,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
CUAE,TATAGUA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49TE,TATEYAMA-MARU,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49TT,TATSUTA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
31Z7,TATTNALL,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
49TZ,TAUIMA-MARU,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
32YV,TAURUS,PHM-3,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
10TA,TAURUS,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
AGTS,TAUSALA SAMOA,OC1 REQUEST -SEAS vessel - CallSign V2KS,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
31QS,TAUSSIG,DD 746,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
907U,TAVA,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
90T5,TAVRIDA,ICES REQUEST 27Dec37 to 22Jan38 RadioCallSign ESJS,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
32TN,TAYABAS BAY,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
31TY,TAYLOR,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
902M,TAYMIR,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
904D,TAYMYR,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
31V5,TE VEGA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
327E,TEAK,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
09AF,TEALE,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
18TC,TECHNO-CANADA,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
27TB,TEIREL BAHR,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
18TL,TELEOST,(CGCB),https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
74TE,TELLINA,callSign ELKE7,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
35TE,TEMERAIRE,NA,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/315-shipcodes8
