li,docid,url,title,more_versions,related_article,explore_at,explore_at_n,download_formats,download_formats_n,dataset_updated,dataset_provided_by,time_period_covered,area_covered,authors,description
77,L2cvMTFsdG1iM2M5cw==,https://datasetsearch.research.google.com/search?docid=L2cvMTFsdG1iM2M5cw==,"Kelp bass activity by month, Stonington",https://datasetsearch.research.google.com/search?src=0&query=versions%3AKelp%20bass%20activity%20by%20month%2C%20Stonington&docid=L2cvMTFsdG1iM2M5cw%3D%3D&vers=OTAwODAzNTM3NTk3MjkwMjk1NA%3D%3D,NA,https://usa.fishermap.org/city/stonington/kelp-bass/,1,,0,2023-07-17,NA,NA,"{""type"":""Feature"",""bbox"":[-72.9053,40.3666,-70.9053,42.3666],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-71.9053,41.3666]}]}}",https://fishermap.org,Chart shows analytics data on months for Kelp bass fishing in/on Stonington. Based on 1 reports.
78,L2cvMTF3aHhnY2ZjeA==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3aHhnY2ZjeA==,"Kelp bass fishing by temperature, City of Industry",https://datasetsearch.research.google.com/search?src=0&query=versions%3AKelp%20bass%20fishing%20by%20temperature%2C%20City%20of%20Industry&docid=L2cvMTF3aHhnY2ZjeA%3D%3D&vers=NjM1MDc2MzExMTk1MDM4NDQyNg%3D%3D,NA,https://usa.fishermap.org/city/city-of-industry/kelp-bass/,1,,0,2022-10-09,NA,NA,"{""type"":""Feature"",""bbox"":[-118.939,33.0268,-116.939,35.0268],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-117.939,34.0268]}]}}",https://fishermap.org,Chart shows analytics data on temperature preferences for Kelp bass fishing (City of Industry)
79,L2cvMTF3ZzJ2dmc3OQ==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3ZzJ2dmc3OQ==,"Kelp bass activity by month, Chino",https://datasetsearch.research.google.com/search?src=0&query=versions%3AKelp%20bass%20activity%20by%20month%2C%20Chino&docid=L2cvMTF3ZzJ2dmc3OQ%3D%3D&vers=MTc4NzE2Nzc4NTQ5NTg5Mzk5NjI%3D,NA,https://usa.fishermap.org/city/chino/kelp-bass/,1,,0,2023-08-01,NA,NA,"{""type"":""Feature"",""bbox"":[-118.667,32.9861,-116.667,34.9861],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-117.667,33.9861]}]}}",https://fishermap.org,Chart shows analytics data on months for Kelp bass fishing in/on Chino. Based on 22 reports.
80,L2cvMTF3aDY0bmw2eg==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3aDY0bmw2eg==,"Kelp bass activity by pressure, Irwindale",NA,NA,https://usa.fishermap.org/city/irwindale-california/kelp-bass/,1,,0,2024-01-07,NA,NA,"{""type"":""Feature"",""bbox"":[-118.967,33.1091,-116.967,35.1091],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-117.967,34.1091]}]}}",https://fishermap.org,Chart shows analytics data on the pressure levels for Kelp bass fishing in/on Irwindale
81,L2cvMTF2eXZnbDF3OQ==,https://datasetsearch.research.google.com/search?docid=L2cvMTF2eXZnbDF3OQ==,"Kelp bass activity by month, United States",https://datasetsearch.research.google.com/search?src=0&query=versions%3AKelp%20bass%20activity%20by%20month%2C%20United%20States&docid=L2cvMTF2eXZnbDF3OQ%3D%3D&vers=ODcyMDkzNTI5Nzc3NjA1MzgxOA%3D%3D,NA,https://usa.fishermap.org/fish-map/fish/kelp-bass/,1,,0,2024-03-05,NA,NA,"{""type"":""Feature"",""bbox"":[-97.7588,36.1943,-95.7588,38.1943],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-96.7588,37.1943]}]}}",https://fishermap.org,Chart shows analytics data on months for Kelp bass fishing in/on United States. Based on 93 reports.
82,L2cvMTF3cG0zeGYyMg==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3cG0zeGYyMg==,"Kelp bass activity by month, Burbank",NA,NA,https://usa.fishermap.org/city/burbank-california/kelp-bass/,1,,0,2024-01-08,NA,NA,"{""type"":""Feature"",""bbox"":[-119.325,33.1822,-117.325,35.1822],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-118.325,34.1822]}]}}",https://fishermap.org,Chart shows analytics data on months for Kelp bass fishing in/on Burbank. Based on 17 reports.
83,L2cvMTF3aF95d3JjXw==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3aF95d3JjXw==,"Kelp bass activity by wind direction, San Marcos",https://datasetsearch.research.google.com/search?src=0&query=versions%3AKelp%20bass%20activity%20by%20wind%20direction%2C%20San%20Marcos&docid=L2cvMTF3aF95d3JjXw%3D%3D&vers=NDAzODMxNzQ0NTY5ODUwMTk0Ng%3D%3D,NA,https://usa.fishermap.org/city/san-marcos/kelp-bass/,1,,0,2023-03-01,NA,NA,"{""type"":""Feature"",""bbox"":[-118.17,32.1344,-116.17,34.1344],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-117.17,33.1344]}]}}",https://fishermap.org,Chart shows analytics data on wind direction for Kelp bass fishing in/on San Marcos
84,L2cvMTF3bXBsMWRmZw==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3bXBsMWRmZw==,"Kelp bass activity by pressure, Oxnard",NA,NA,https://usa.fishermap.org/city/oxnard/kelp-bass/,1,,0,2022-06-15,NA,NA,"{""type"":""Feature"",""bbox"":[-120.224,33.1904,-118.224,35.1904],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-119.224,34.1904]}]}}",https://fishermap.org,Chart shows analytics data on the pressure levels for Kelp bass fishing in/on Oxnard
85,L2cvMTF3aF93ZmJ6NA==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3aF93ZmJ6NA==,"Kelp bass activity by pressure, Port Hueneme",NA,NA,https://usa.fishermap.org/city/port-hueneme/kelp-bass/,1,,0,2023-08-06,NA,NA,"{""type"":""Feature"",""bbox"":[-120.204,33.1601,-118.204,35.1601],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-119.204,34.1601]}]}}",https://fishermap.org,Chart shows analytics data on the pressure levels for Kelp bass fishing in/on Port Hueneme
86,L2cvMTF3aF95ZmdoZw==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3aF95ZmdoZw==,"Kelp bass activity by month, Seal Beach",https://datasetsearch.research.google.com/search?src=0&query=versions%3AKelp%20bass%20activity%20by%20month%2C%20Seal%20Beach&docid=L2cvMTF3aF95ZmdoZw%3D%3D&vers=ODcxOTgwOTI1Nzc0NDc4ODI4Mg%3D%3D,NA,https://usa.fishermap.org/city/seal-beach/kelp-bass/,1,,0,2022-06-12,NA,NA,"{""type"":""Feature"",""bbox"":[-119.097,32.7366,-117.097,34.7366],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-118.097,33.7366]}]}}",https://fishermap.org,Chart shows analytics data on months for Kelp bass fishing in/on Seal Beach. Based on 57 reports.
87,L2cvMTF3Znh6eF9nMg==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3Znh6eF9nMg==,"Kelp bass activity by month, Orange",https://datasetsearch.research.google.com/search?src=0&query=versions%3AKelp%20bass%20activity%20by%20month%2C%20Orange&docid=L2cvMTF3Znh6eF9nMg%3D%3D&vers=ODcxOTgwOTI1ODU1MDY4NTQ4Ng%3D%3D,NA,https://usa.fishermap.org/city/orange-california/kelp-bass/,1,,0,2022-06-17,NA,NA,"{""type"":""Feature"",""bbox"":[-118.817,32.8076,-116.817,34.8076],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-117.817,33.8076]}]}}",https://fishermap.org,Chart shows analytics data on months for Kelp bass fishing in/on Orange. Based on 44 reports.
88,L2cvMTF3ZzIwbTU2eA==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3ZzIwbTU2eA==,"Kelp bass activity by weather conditions, Ojai",NA,NA,https://usa.fishermap.org/city/ojai/kelp-bass/,1,,0,2022-09-18,NA,NA,"{""type"":""Feature"",""bbox"":[-120.248,33.4499,-118.248,35.4499],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-119.248,34.4499]}]}}",https://fishermap.org,Chart shows analytics data of weather conditions for Kelp bass fishing in/on Ojai
89,L2cvMTF3aDY0cW1jbQ==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3aDY0cW1jbQ==,"Kelp bass activity by wind speed, Irwindale",https://datasetsearch.research.google.com/search?src=0&query=versions%3AKelp%20bass%20activity%20by%20wind%20speed%2C%20Irwindale&docid=L2cvMTF3aDY0cW1jbQ%3D%3D&vers=ODczMjE5NDI5NTAzMjg2OTc0Mg%3D%3D,NA,https://usa.fishermap.org/city/irwindale-california/kelp-bass/,1,,0,2024-01-07,NA,NA,"{""type"":""Feature"",""bbox"":[-118.967,33.1091,-116.967,35.1091],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-117.967,34.1091]}]}}",https://fishermap.org,Chart shows analytics data on the wind speed for Kelp bass fishing in/on Irwindale
90,L2cvMTF3Zmx0OTh3NA==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3Zmx0OTh3NA==,"Kelp bass activity by pressure, Westminster",NA,NA,https://usa.fishermap.org/city/westminster-california/kelp-bass/,1,,0,2024-01-08,NA,NA,"{""type"":""Feature"",""bbox"":[-118.994,32.747,-116.994,34.747],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-117.994,33.747]}]}}",https://fishermap.org,Chart shows analytics data on the pressure levels for Kelp bass fishing in/on Westminster
91,L2cvMTF3ZmhnaGxxeQ==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3ZmhnaGxxeQ==,"Kelp bass fishing by temperature, Camarillo",https://datasetsearch.research.google.com/search?src=0&query=versions%3AKelp%20bass%20fishing%20by%20temperature%2C%20Camarillo&docid=L2cvMTF3ZmhnaGxxeQ%3D%3D&vers=OTg3NDI3NTY1MzYyMjQ5MDU1NA%3D%3D,NA,https://usa.fishermap.org/city/camarillo/kelp-bass/,1,,0,2022-10-11,NA,NA,"{""type"":""Feature"",""bbox"":[-120.034,33.222,-118.034,35.222],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-119.034,34.222]}]}}",https://fishermap.org,Chart shows analytics data on temperature preferences for Kelp bass fishing (Camarillo)
92,L2cvMTF3Zzg2Ynp6bg==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3Zzg2Ynp6bg==,"Kelp bass activity by month, West Covina",NA,NA,https://usa.fishermap.org/city/west-covina/kelp-bass/,1,,0,2022-04-01,NA,NA,"{""type"":""Feature"",""bbox"":[-118.913,33.0472,-116.913,35.0472],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-117.913,34.0472]}]}}",https://fishermap.org,Chart shows analytics data on months for Kelp bass fishing in/on West Covina. Based on 41 reports.
93,L2cvMTF3aHg5OHNkeQ==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3aHg5OHNkeQ==,"Kelp bass fishing by hours, City of Industry",https://datasetsearch.research.google.com/search?src=0&query=versions%3AKelp%20bass%20fishing%20by%20hours%2C%20City%20of%20Industry&docid=L2cvMTF3aHg5OHNkeQ%3D%3D&vers=ODY1MDU2MjE3MDA1MTI3MTQ2Ng%3D%3D,NA,https://usa.fishermap.org/city/city-of-industry/kelp-bass/,1,,0,2022-10-09,NA,NA,"{""type"":""Feature"",""bbox"":[-118.939,33.0268,-116.939,35.0268],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-117.939,34.0268]}]}}",https://fishermap.org,Chart shows analytics data on the timing for Kelp bass fishing (City of Industry)
94,L2cvMTF3ZzJ5bTJmZw==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3ZzJ5bTJmZw==,"Kelp bass activity by wind direction, Duarte",https://datasetsearch.research.google.com/search?src=0&query=versions%3AKelp%20bass%20activity%20by%20wind%20direction%2C%20Duarte&docid=L2cvMTF3ZzJ5bTJmZw%3D%3D&vers=ODE0NTU5NzU1NzQwNjMzMjIwNg%3D%3D,NA,https://usa.fishermap.org/city/duarte/kelp-bass/,1,,0,2023-07-14,NA,NA,"{""type"":""Feature"",""bbox"":[-118.958,33.1578,-116.958,35.1578],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-117.958,34.1578]}]}}",https://fishermap.org,Chart shows analytics data on wind direction for Kelp bass fishing in/on Duarte
95,L2cvMTFsdHoxMjJsdA==,https://datasetsearch.research.google.com/search?docid=L2cvMTFsdHoxMjJsdA==,"Kelp bass activity by wind speed, San Dimas",https://datasetsearch.research.google.com/search?src=0&query=versions%3AKelp%20bass%20activity%20by%20wind%20speed%2C%20San%20Dimas&docid=L2cvMTFsdHoxMjJsdA%3D%3D&vers=MTEwMzYzMTMxMzQzMTg2NDkxMzE%3D,NA,https://usa.fishermap.org/city/san-dimas/kelp-bass/,1,,0,2022-10-24,NA,NA,"{""type"":""Feature"",""bbox"":[-118.813,33.1144,-116.813,35.1144],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-117.813,34.1144]}]}}",https://fishermap.org,Chart shows analytics data on the wind speed for Kelp bass fishing in/on San Dimas
96,L2cvMTF3amI2dGZfZA==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3amI2dGZfZA==,"Kelp bass activity by month, Santa Cruz",https://datasetsearch.research.google.com/search?src=0&query=versions%3AKelp%20bass%20activity%20by%20month%2C%20Santa%20Cruz&docid=L2cvMTF3amI2dGZfZA%3D%3D&vers=NDM5ODYwNzc1NDQzMDQxMDI4Mg%3D%3D,NA,https://usa.fishermap.org/city/santa-cruz/kelp-bass/,1,,0,2024-09-17,NA,NA,"{""type"":""Feature"",""bbox"":[-123.069,35.9836,-121.069,37.9836],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-122.069,36.9836]}]}}",https://fishermap.org,Chart shows analytics data on months for Kelp bass fishing in/on Santa Cruz. Based on 1 reports.
97,L2cvMTFsdHowenhnMw==,https://datasetsearch.research.google.com/search?docid=L2cvMTFsdHowenhnMw==,"Kelp bass activity by weather conditions, Sun City",NA,NA,https://usa.fishermap.org/city/sun-city/kelp-bass/,1,,0,2024-01-08,NA,NA,"{""type"":""Feature"",""bbox"":[-118.199,32.7141,-116.199,34.7141],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-117.199,33.7141]}]}}",https://fishermap.org,Chart shows analytics data of weather conditions for Kelp bass fishing in/on Sun City
98,L2cvMTFsdjg1OWwwOA==,https://datasetsearch.research.google.com/search?docid=L2cvMTFsdjg1OWwwOA==,"Kelp bass activity by wind speed, West Covina",https://datasetsearch.research.google.com/search?src=0&query=versions%3AKelp%20bass%20activity%20by%20wind%20speed%2C%20West%20Covina&docid=L2cvMTFsdjg1OWwwOA%3D%3D&vers=NjQxNjc4MTU1MzAyNjc2MDU1OA%3D%3D,NA,https://usa.fishermap.org/city/west-covina/kelp-bass/,1,,0,2022-04-01,NA,NA,"{""type"":""Feature"",""bbox"":[-118.913,33.0472,-116.913,35.0472],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-117.913,34.0472]}]}}",https://fishermap.org,Chart shows analytics data on the wind speed for Kelp bass fishing in/on West Covina
99,L2cvMTF5ODhuNnRqOA==,https://datasetsearch.research.google.com/search?docid=L2cvMTF5ODhuNnRqOA==,"Kelp bass activity by pressure, Oak View",NA,NA,https://usa.fishermap.org/city/oak-view/kelp-bass/,1,,0,2024-01-08,NA,NA,"{""type"":""Feature"",""bbox"":[-120.295,33.398,-118.295,35.398],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-119.295,34.398]}]}}",https://fishermap.org,Chart shows analytics data on the pressure levels for Kelp bass fishing in/on Oak View
100,L2cvMTF3cG0zdDUzMQ==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3cG0zdDUzMQ==,"Kelp bass activity by pressure, Alhambra",NA,NA,https://usa.fishermap.org/city/alhambra/kelp-bass/,1,,0,2024-01-09,NA,NA,"{""type"":""Feature"",""bbox"":[-119.136,33.0855,-117.136,35.0855],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-118.136,34.0855]}]}}",https://fishermap.org,Chart shows analytics data on the pressure levels for Kelp bass fishing in/on Alhambra
101,L2cvMTF3ZnhfMm5yaA==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3ZnhfMm5yaA==,"Kelp bass activity by month, Haddam",https://datasetsearch.research.google.com/search?src=0&query=versions%3AKelp%20bass%20activity%20by%20month%2C%20Haddam&docid=L2cvMTF3ZnhfMm5yaA%3D%3D&vers=ODcyODI1NDYwOTUxMzExNTE1MA%3D%3D,NA,https://usa.fishermap.org/city/haddam/kelp-bass/,1,,0,2022-08-20,NA,NA,"{""type"":""Feature"",""bbox"":[-73.544,40.467,-71.544,42.467],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-72.544,41.467]}]}}",https://fishermap.org,Chart shows analytics data on months for Kelp bass fishing in/on Haddam. Based on 1 reports.
102,L2cvMTFsdDljeXBuMw==,https://datasetsearch.research.google.com/search?docid=L2cvMTFsdDljeXBuMw==,"Kelp bass activity by wind direction, San Diego County",https://datasetsearch.research.google.com/search?src=0&query=versions%3AKelp%20bass%20activity%20by%20wind%20direction%2C%20San%20Diego%20County&docid=L2cvMTFsdDljeXBuMw%3D%3D&vers=NDEwOTgxMjA4OTExMTg3MDc2Ng%3D%3D,NA,https://usa.fishermap.org/county/san-diego-county-california/kelp-bass/,1,,0,2024-07-30,NA,NA,"{""type"":""Feature"",""bbox"":[-117.846,32.0174,-115.846,34.0174],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-116.846,33.0174]}]}}",https://fishermap.org,Chart shows analytics data on wind direction for Kelp bass fishing in/on San Diego County
103,L2cvMTF3Zno3bHkzcQ==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3Zno3bHkzcQ==,"Kelp bass activity by wind speed, Perris",https://datasetsearch.research.google.com/search?src=0&query=versions%3AKelp%20bass%20activity%20by%20wind%20speed%2C%20Perris&docid=L2cvMTF3Zno3bHkzcQ%3D%3D&vers=NzU3NzU4NDQ4OTkxOTQzNjc4MA%3D%3D,NA,https://usa.fishermap.org/city/perris/kelp-bass/,1,,0,2024-09-18,NA,NA,"{""type"":""Feature"",""bbox"":[-118.221,32.792,-116.221,34.792],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-117.221,33.792]}]}}",https://fishermap.org,Chart shows analytics data on the wind speed for Kelp bass fishing in/on Perris
104,L2cvMTF3aDN5N3IyMA==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3aDN5N3IyMA==,"Kelp bass activity by month, Riverside",NA,NA,https://usa.fishermap.org/city/riverside/kelp-bass/,1,,0,2022-09-20,NA,NA,"{""type"":""Feature"",""bbox"":[-118.401,32.946,-116.401,34.946],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-117.401,33.946]}]}}",https://fishermap.org,Chart shows analytics data on months for Kelp bass fishing in/on Riverside. Based on 5 reports.
105,L2cvMTF3aF94ejRnNw==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3aF94ejRnNw==,"Kelp bass fishing by temperature, Burbank",https://datasetsearch.research.google.com/search?src=0&query=versions%3AKelp%20bass%20fishing%20by%20temperature%2C%20Burbank&docid=L2cvMTF3aF94ejRnNw%3D%3D&vers=NTI2MTQ1NDk1MjA4MDI3MjQyNg%3D%3D,NA,https://usa.fishermap.org/city/burbank-california/kelp-bass/,1,,0,2024-01-08,NA,NA,"{""type"":""Feature"",""bbox"":[-119.325,33.1822,-117.325,35.1822],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-118.325,34.1822]}]}}",https://fishermap.org,Chart shows analytics data on temperature preferences for Kelp bass fishing (Burbank)
106,L2cvMTF3Zno3MGc1bQ==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3Zno3MGc1bQ==,"Kelp bass activity by month, Thousand Oaks",NA,NA,https://usa.fishermap.org/city/thousand-oaks/kelp-bass/,1,,0,2022-10-06,NA,NA,"{""type"":""Feature"",""bbox"":[-119.889,33.1878,-117.889,35.1878],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-118.889,34.1878]}]}}",https://fishermap.org,Chart shows analytics data on months for Kelp bass fishing in/on Thousand Oaks. Based on 7 reports.
107,L2cvMTF3Zmx3OXhyaw==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3Zmx3OXhyaw==,"Kelp bass fishing by temperature, Lomita",NA,NA,https://usa.fishermap.org/city/lomita/kelp-bass/,1,,0,2024-01-09,NA,NA,"{""type"":""Feature"",""bbox"":[-119.318,32.7913,-117.318,34.7913],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-118.318,33.7913]}]}}",https://fishermap.org,Chart shows analytics data on temperature preferences for Kelp bass fishing (Lomita)
108,L2cvMTF3Znh5emhqcQ==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3Znh5emhqcQ==,"Kelp bass activity by pressure, Goleta",NA,NA,https://usa.fishermap.org/city/goleta/kelp-bass/,1,,0,2024-09-17,NA,NA,"{""type"":""Feature"",""bbox"":[-120.863,33.4363,-118.863,35.4363],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-119.863,34.4363]}]}}",https://fishermap.org,Chart shows analytics data on the pressure levels for Kelp bass fishing in/on Goleta
109,L2cvMTF3ZzJ2NzR4NQ==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3ZzJ2NzR4NQ==,"Kelp bass activity by month, Villa Park",NA,NA,https://usa.fishermap.org/city/villa-park/kelp-bass/,1,,0,2023-07-17,NA,NA,"{""type"":""Feature"",""bbox"":[-118.81,32.8171,-116.81,34.8171],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-117.81,33.8171]}]}}",https://fishermap.org,Chart shows analytics data on months for Kelp bass fishing in/on Villa Park. Based on 39 reports.
110,L2cvMTF3aHhjcnRrNw==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3aHhjcnRrNw==,"Kelp bass activity by month, Perris",NA,NA,https://usa.fishermap.org/city/perris/kelp-bass/,1,,0,2024-09-18,NA,NA,"{""type"":""Feature"",""bbox"":[-118.221,32.792,-116.221,34.792],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-117.221,33.792]}]}}",https://fishermap.org,Chart shows analytics data on months for Kelp bass fishing in/on Perris. Based on 1 reports.
111,L2cvMTF3cTdmMzkwNg==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3cTdmMzkwNg==,"Kelp bass activity by wind speed, La Cañada Flintridge",NA,NA,https://usa.fishermap.org/city/la-canada-flintridge/kelp-bass/,1,,0,2024-01-10,NA,NA,"{""type"":""Feature"",""bbox"":[-119.2,33.2103,-117.2,35.2103],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-118.2,34.2103]}]}}",https://fishermap.org,Chart shows analytics data on the wind speed for Kelp bass fishing in/on La Cañada Flintridge
112,L2cvMTF3aF95c3cyMQ==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3aF95c3cyMQ==,"Kelp bass activity by month, Norwalk",https://datasetsearch.research.google.com/search?src=0&query=versions%3AKelp%20bass%20activity%20by%20month%2C%20Norwalk&docid=L2cvMTF3aF95c3cyMQ%3D%3D&vers=MTA5NjMxNjQ5NjAxMDY1MDY3OTI%3D,NA,https://usa.fishermap.org/city/norwalk-california/kelp-bass/,1,,0,2024-05-13,NA,NA,"{""type"":""Feature"",""bbox"":[-119.077,32.9069,-117.077,34.9069],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-118.077,33.9069]}]}}",https://fishermap.org,Chart shows analytics data on months for Kelp bass fishing in/on Norwalk. Based on 44 reports.
113,L2cvMTF3ZnF4cF95eg==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3ZnF4cF95eg==,"Kelp bass activity by pressure, Westlake Village",NA,NA,https://usa.fishermap.org/city/westlake-village/kelp-bass/,1,,0,2024-01-02,NA,NA,"{""type"":""Feature"",""bbox"":[-119.823,33.1393,-117.823,35.1393],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-118.823,34.1393]}]}}",https://fishermap.org,Chart shows analytics data on the pressure levels for Kelp bass fishing in/on Westlake Village
114,L2cvMTF3cTR2cDR5MQ==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3cTR2cDR5MQ==,"Kelp bass activity by wind speed, Oak View",NA,NA,https://usa.fishermap.org/city/oak-view/kelp-bass/,1,,0,2024-01-08,NA,NA,"{""type"":""Feature"",""bbox"":[-120.295,33.398,-118.295,35.398],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-119.295,34.398]}]}}",https://fishermap.org,Chart shows analytics data on the wind speed for Kelp bass fishing in/on Oak View
115,L2cvMTFsdGhkMnFfNw==,https://datasetsearch.research.google.com/search?docid=L2cvMTFsdGhkMnFfNw==,"Kelp bass activity by month, Carpinteria",NA,NA,https://usa.fishermap.org/city/carpinteria/kelp-bass/,1,,0,2023-08-13,NA,NA,"{""type"":""Feature"",""bbox"":[-120.512,33.3814,-118.512,35.3814],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-119.512,34.3814]}]}}",https://fishermap.org,Chart shows analytics data on months for Kelp bass fishing in/on Carpinteria. Based on 6 reports.
116,L2cvMTF3bXMwdjkydA==,https://datasetsearch.research.google.com/search?docid=L2cvMTF3bXMwdjkydA==,"Kelp bass activity by weather conditions, La Cañada Flintridge",NA,NA,https://usa.fishermap.org/city/la-canada-flintridge/kelp-bass/,1,,0,2024-01-10,NA,NA,"{""type"":""Feature"",""bbox"":[-119.2,33.2103,-117.2,35.2103],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-118.2,34.2103]}]}}",https://fishermap.org,Chart shows analytics data of weather conditions for Kelp bass fishing in/on La Cañada Flintridge
117,L2cvMTFsdGdwczZ3MQ==,https://datasetsearch.research.google.com/search?docid=L2cvMTFsdGdwczZ3MQ==,"Kelp bass fishing by temperature, El Cajon",NA,NA,https://usa.fishermap.org/city/el-cajon/kelp-bass/,1,,0,2023-08-01,NA,NA,"{""type"":""Feature"",""bbox"":[-117.953,31.7992,-115.953,33.7992],""geometry"":{""type"":""GeometryCollection"",""geometries"":[{""type"":""Point"",""coordinates"":[-116.953,32.7992]}]}}",https://fishermap.org,Chart shows analytics data on temperature preferences for Kelp bass fishing (El Cajon)
