netid,cruise_ymd,ctdcruise,cast_count,nline,nstation,stline,ststa,acline,acsta,rptline,rptsta,ctdlat,ctdlon,nlat,nlon,bottomdepth,date,time,nettime
79760,201011,201011,32505,83.3,40.6,83.3,40.6,83.3,40.6,83.3,40.6,34.225,-119.411667,34.225,-119.41,36,2010-11-09,13:22:00,2010-11-09 13:46:00+00
79715,201011,201011,32521,86.7,55,86.7,55,86.7,54.9,86.7,55,33.158333,-120.003333,33.156666,-120.001666,1202,2010-11-05,10:20:00,2010-11-05 11:42:00+00
79635,201011,201011,32552,93.3,60,93.3,60,93.3,59.8,93.3,60,31.853333,-119.558333,31.851666,-119.56,2200,2010-10-30,07:51:00,2010-10-30 08:56:00+00
79769,201011,201011,32503,81.8,46.9,81.8,46.9,81.8,46.9,81.8,46.9,34.275,-120.023333,34.276666,-120.02,580,2010-11-09,21:21:00,2010-11-09 22:48:00+00
79618,201011,201011,32548,93.3,40,93.3,40,93.3,40,93.3,40,32.515,-118.216667,32.513333,-118.211666,1635,2010-10-29,13:33:00,2010-10-29 14:34:00+00
79713,201011,201011,32520,86.7,50,86.7,50,86.7,50,86.7,50,33.321667,-119.661667,33.323333,-119.663333,81,2010-11-05,06:36:00,2010-11-05 07:11:00+00
79617,201011,201011,32548,93.3,40,93.3,40,93.3,40,93.3,40,32.515,-118.216667,32.513333,-118.211666,1635,2010-10-29,13:33:00,2010-10-29 14:54:00+00
79619,201011,201011,32548,93.3,40,93.3,40,93.3,40,93.3,40,32.515,-118.216667,32.513333,-118.211666,1635,2010-10-29,13:33:00,2010-10-29 14:26:00+00
79700,201011,201011,32517,86.7,35,86.7,35,86.6,35.2,86.7,35,33.836667,-118.653333,33.821666,-118.63,660,2010-11-04,18:09:00,2010-11-04 16:50:00+00
79712,201011,201011,32520,86.7,50,86.7,50,86.7,50,86.7,50,33.321667,-119.661667,33.323333,-119.663333,81,2010-11-05,06:36:00,2010-11-05 07:18:00+00
79603,201011,201011,32543,91.7,26.4,91.7,26.4,91.7,26.4,91.7,26.4,33.241667,-117.461667,33.241666,-117.461666,24,2010-10-28,22:44:00,2010-10-28 22:55:00+00
79777,201011,201011,32497,80,60,80,60,80,60,80,60,34.151667,-121.153333,34.15,-121.148333,2227,2010-11-10,09:47:00,2010-11-10 11:12:00+00
79721,201011,201011,32522,86.7,60,86.7,60,86.7,60,86.7,60,32.99,-120.351667,32.99,-120.35,721,2010-11-05,16:06:00,2010-11-05 14:32:00+00
79763,201011,201011,32506,83.3,42,83.3,42,83.3,42.1,83.3,42,34.178333,-119.52,34.178333,-119.515,163,2010-11-09,16:08:00,2010-11-09 14:47:00+00
79764,201011,201011,32506,83.3,42,83.3,42,83.3,42.1,83.3,42,34.178333,-119.52,34.178333,-119.515,163,2010-11-09,16:08:00,2010-11-09 15:08:00+00
79671,201011,201011,32535,90,53,90,53,90,53,90,53,32.648333,-119.478333,32.65,-119.476666,1319,2010-11-03,08:51:00,2010-11-03 09:48:00+00
79634,201011,201011,32552,93.3,60,93.3,60,93.3,59.8,93.3,60,31.853333,-119.558333,31.851666,-119.56,2200,2010-10-30,07:51:00,2010-10-30 09:06:00+00
79670,201011,201011,32535,90,53,90,53,90,53,90,53,32.648333,-119.478333,32.65,-119.476666,1319,2010-11-03,08:51:00,2010-11-03 09:58:00+00
79749,201011,201011,32509,83.3,60,83.3,60,83.3,60,83.3,60,33.573333,-120.755,33.576666,-120.751666,1410,2010-11-08,14:04:00,2010-11-08 15:00:00+00
79597,201011,201011,32544,93.3,26.7,93.3,26.7,93.3,26.7,93.3,26.7,32.95,-117.305,32.956666,-117.305,72,2010-10-28,18:18:00,2010-10-28 19:16:00+00
79643,201011,201011,32555,93.3,90,93.3,90,93.3,90,93.3,90,30.846667,-121.59,30.846666,-121.593333,4096,2010-10-31,04:24:00,2010-10-31 05:15:00+00
79788,201011,201011,32494,76.7,100,76.7,100,76.7,100,76.7,100,33.388333,-124.321667,33.388333,-124.323333,4564,2010-11-12,02:30:00,2010-11-12 03:41:00+00
79720,201011,201011,32522,86.7,60,86.7,60,86.7,60,86.7,60,32.99,-120.351667,32.99,-120.35,721,2010-11-05,16:06:00,2010-11-05 14:40:00+00
79753,201011,201011,32508,83.3,55,83.3,55,83.3,55.2,83.3,55,33.738333,-120.42,33.743333,-120.41,1174,2010-11-08,19:12:00,2010-11-08 20:12:00+00
79751,201011,201011,32508,83.3,55,83.3,55,83.3,55.2,83.3,55,33.738333,-120.42,33.743333,-120.41,1174,2010-11-08,19:12:00,2010-11-08 20:40:00+00
79669,201011,201011,32535,90,53,90,53,90,53,90,53,32.648333,-119.478333,32.65,-119.476666,1319,2010-11-03,08:51:00,2010-11-03 10:15:00+00
79633,201011,201011,32552,93.3,60,93.3,60,93.3,59.8,93.3,60,31.853333,-119.558333,31.851666,-119.56,2200,2010-10-30,07:51:00,2010-10-30 09:28:00+00
79701,201011,201011,32517,86.7,35,86.7,35,86.6,35.2,86.7,35,33.836667,-118.653333,33.821666,-118.63,660,2010-11-04,18:09:00,2010-11-04 16:40:00+00
79791,201011,,,76.7,80,,,,,,,,,34.056666,-122.948333,,,,2010-11-12 15:28:00+00
79703,201011,201011,32518,86.7,40,86.7,40,86.7,40,86.7,40,33.66,-118.973333,33.658333,-118.971666,789,2010-11-04,21:29:00,2010-11-04 22:58:00+00
79740,201011,201011,32511,83.3,80,83.3,80,83.3,80,83.3,80,32.913333,-122.128333,32.911666,-122.133333,4183,2010-11-08,00:41:00,2010-11-08 01:48:00+00
79767,201011,201011,32502,81.7,43.5,81.7,43.5,81.7,43.5,81.7,43.5,34.405,-119.801667,34.41,-119.801666,21,2010-11-09,19:21:00,2010-11-09 19:33:00+00
79790,201011,201011,32493,76.7,90,76.7,90,76.6,90.1,76.7,90,33.731667,-123.65,33.726666,-123.645,4198,2010-11-12,09:05:00,2010-11-12 09:56:00+00
79778,201011,201011,32497,80,60,80,60,80,60,80,60,34.151667,-121.153333,34.15,-121.148333,2227,2010-11-10,09:47:00,2010-11-10 10:52:00+00
79765,201011,201011,32506,83.3,42,83.3,42,83.3,42.1,83.3,42,34.178333,-119.52,34.178333,-119.515,163,2010-11-09,16:08:00,2010-11-09 15:27:00+00
79755,201011,201011,32515,85.4,35.8,85.4,35.8,85.4,35.9,85.4,35.8,34.02,-118.843333,34.02,-118.843333,22,2010-11-09,08:28:00,2010-11-09 08:41:00+00
79759,201011,201011,32505,83.3,40.6,83.3,40.6,83.3,40.6,83.3,40.6,34.225,-119.411667,34.225,-119.41,36,2010-11-09,13:22:00,2010-11-09 14:05:00+00
79729,201011,201011,32525,86.7,90,86.7,90,86.7,90,86.7,90,31.985,-122.39,31.988333,-122.393333,4098,2010-11-06,11:24:00,2010-11-06 12:12:00+00
79652,201011,201011,32541,90,110,90,110,90,110,90,110,30.753333,-123.335,30.748333,-123.331666,4039,2010-11-01,12:57:00,2010-11-01 14:24:00+00
79761,201011,201011,32505,83.3,40.6,83.3,40.6,83.3,40.6,83.3,40.6,34.225,-119.411667,34.225,-119.41,36,2010-11-09,13:22:00,2010-11-09 13:42:00+00
79728,201011,201011,32525,86.7,90,86.7,90,86.7,90,86.7,90,31.985,-122.39,31.988333,-122.393333,4098,2010-11-06,11:24:00,2010-11-06 12:31:00+00
79626,201011,201011,32550,93.3,50,93.3,50,93.3,49.9,93.3,50,32.178333,-118.886667,32.18,-118.89,1457,2010-10-29,22:09:00,2010-10-29 23:07:00+00
79615,201011,201011,32547,93.3,35,93.3,35,93.3,35,93.3,35,32.683333,-117.876667,32.685,-117.87,632,2010-10-29,09:22:00,2010-10-29 10:08:00+00
79711,201011,201011,32520,86.7,50,86.7,50,86.7,50,86.7,50,33.321667,-119.661667,33.323333,-119.663333,81,2010-11-05,06:36:00,2010-11-05 07:40:00+00
79744,201011,201011,32510,83.3,70,83.3,70,83.3,70,83.3,70,33.246667,-121.448333,33.245,-121.445,3806,2010-11-08,07:21:00,2010-11-08 08:32:00+00
79779,201011,201011,32497,80,60,80,60,80,60,80,60,34.151667,-121.153333,34.15,-121.148333,2227,2010-11-10,09:47:00,2010-11-10 10:45:00+00
79675,201011,201011,32534,90,37,90,37,90,36.9,90,37,33.185,-118.38,33.185,-118.386666,1180,2010-11-03,18:15:00,2010-11-03 19:10:00+00
79681,201011,201011,32532,90,30,90,30,90,30,90,30,33.418333,-117.908333,33.418333,-117.905,620,2010-11-04,01:34:00,2010-11-04 03:03:00+00
79662,201011,201011,32537,90,70,90,70,90,70,90,70,32.08,-120.636667,32.083333,-120.636666,3823,2010-11-02,19:33:00,2010-11-02 20:40:00+00
79661,201011,201011,32537,90,70,90,70,90,70,90,70,32.08,-120.636667,32.083333,-120.636666,3823,2010-11-02,19:33:00,2010-11-02 20:58:00+00
79743,201011,201011,32510,83.3,70,83.3,70,83.3,70,83.3,70,33.246667,-121.448333,33.245,-121.445,3806,2010-11-08,07:21:00,2010-11-08 08:50:00+00
79771,201011,201011,32503,81.8,46.9,81.8,46.9,81.8,46.9,81.8,46.9,34.275,-120.023333,34.276666,-120.02,580,2010-11-09,21:21:00,2010-11-09 22:21:00+00
79747,201011,201011,32509,83.3,60,83.3,60,83.3,60,83.3,60,33.573333,-120.755,33.576666,-120.751666,1410,2010-11-08,14:04:00,2010-11-08 15:34:00+00
79748,201011,201011,32509,83.3,60,83.3,60,83.3,60,83.3,60,33.573333,-120.755,33.576666,-120.751666,1410,2010-11-08,14:04:00,2010-11-08 15:08:00+00
79792,201011,,,76.7,80,,,,,,,,,34.056666,-122.948333,,,,2010-11-12 15:07:00+00
79653,201011,201011,32541,90,110,90,110,90,110,90,110,30.753333,-123.335,30.748333,-123.331666,4039,2010-11-01,12:57:00,2010-11-01 14:03:00+00
79699,201011,201011,32517,86.7,35,86.7,35,86.6,35.2,86.7,35,33.836667,-118.653333,33.821666,-118.63,660,2010-11-04,18:09:00,2010-11-04 17:09:00+00
79609,201011,201011,32546,93.3,30,93.3,30,93.3,30,93.3,30,32.843333,-117.531667,32.845,-117.53,862,2010-10-29,05:25:00,2010-10-29 06:42:00+00
79627,201011,201011,32550,93.3,50,93.3,50,93.3,49.9,93.3,50,32.178333,-118.886667,32.18,-118.89,1457,2010-10-29,22:09:00,2010-10-29 23:01:00+00
79678,201011,201011,32533,90,35,90,35,90,35,90,35,33.248333,-118.251667,33.25,-118.251666,395,2010-11-03,21:13:00,2010-11-03 22:08:00+00
79704,201011,201011,32518,86.7,40,86.7,40,86.7,40,86.7,40,33.66,-118.973333,33.658333,-118.971666,789,2010-11-04,21:29:00,2010-11-04 22:40:00+00
79741,201011,201011,32511,83.3,80,83.3,80,83.3,80,83.3,80,32.913333,-122.128333,32.911666,-122.133333,4183,2010-11-08,00:41:00,2010-11-08 01:29:00+00
79683,201011,201011,32532,90,30,90,30,90,30,90,30,33.418333,-117.908333,33.418333,-117.905,620,2010-11-04,01:34:00,2010-11-04 02:35:00+00
79663,201011,201011,32537,90,70,90,70,90,70,90,70,32.08,-120.636667,32.083333,-120.636666,3823,2010-11-02,19:33:00,2010-11-02 20:32:00+00
79682,201011,201011,32532,90,30,90,30,90,30,90,30,33.418333,-117.908333,33.418333,-117.905,620,2010-11-04,01:34:00,2010-11-04 02:43:00+00
79745,201011,201011,32510,83.3,70,83.3,70,83.3,70,83.3,70,33.246667,-121.448333,33.245,-121.445,3806,2010-11-08,07:21:00,2010-11-08 08:25:00+00
79610,201011,201011,32546,93.3,30,93.3,30,93.3,30,93.3,30,32.843333,-117.531667,32.845,-117.53,862,2010-10-29,05:25:00,2010-10-29 06:22:00+00
79613,201011,201011,32547,93.3,35,93.3,35,93.3,35,93.3,35,32.683333,-117.876667,32.685,-117.87,632,2010-10-29,09:22:00,2010-10-29 10:34:00+00
79651,201011,201011,32542,90,120,90,120,90,120,90,120,30.42,-124.001667,30.418333,-123.998333,4261,2010-11-01,06:31:00,2010-11-01 07:43:00+00
79665,201011,201011,32536,90,60,90,60,90,60,90,60,32.416667,-119.958333,32.416666,-119.958333,896,2010-11-03,02:00:00,2010-11-03 03:34:00+00
79667,201011,201011,32536,90,60,90,60,90,60,90,60,32.416667,-119.958333,32.416666,-119.958333,896,2010-11-03,02:00:00,2010-11-03 03:06:00+00
79622,201011,201011,32549,93.3,45,93.3,45,93.3,44.9,93.3,45,32.35,-118.551667,32.348333,-118.553333,1315,2010-10-29,17:50:00,2010-10-29 18:41:00+00
79642,201011,201011,32555,93.3,90,93.3,90,93.3,90,93.3,90,30.846667,-121.59,30.846666,-121.593333,4096,2010-10-31,04:24:00,2010-10-31 05:34:00+00
79656,201011,201011,32539,90,90,90,90,90,90,90,90,31.415,-121.986667,31.415,-121.978333,3924,2010-11-02,03:30:00,2010-11-02 06:01:00+00
79752,201011,201011,32508,83.3,55,83.3,55,83.3,55.2,83.3,55,33.738333,-120.42,33.743333,-120.41,1174,2010-11-08,19:12:00,2010-11-08 20:20:00+00
79606,201011,201011,32545,93.3,28,93.3,28,93.3,28,93.3,28,32.915,-117.396667,32.915,-117.396666,643,2010-10-29,01:24:00,2010-10-29 02:41:00+00
79657,201011,201011,32539,90,90,90,90,90,90,90,90,31.415,-121.986667,31.415,-121.978333,3924,2010-11-02,03:30:00,2010-11-02 05:41:00+00
79691,201011,201011,32529,88.5,30.1,88.5,30.1,88.5,30.1,88.5,30.1,33.673333,-118.085,33.67,-118.081666,21,2010-11-04,10:00:00,2010-11-04 10:12:00+00
79716,201011,201011,32521,86.7,55,86.7,55,86.7,54.9,86.7,55,33.158333,-120.003333,33.156666,-120.001666,1202,2010-11-05,10:20:00,2010-11-05 11:21:00+00
79739,201011,201011,32512,83.3,90,83.3,90,83.3,89.9,83.3,90,32.585,-122.806667,32.578333,-122.813333,4507,2010-11-07,19:15:00,2010-11-07 19:50:00+00
79654,201011,201011,32540,90,100,90,100,90,100.1,90,100,31.08,-122.67,31.085,-122.661666,3960,2010-11-01,19:46:00,2010-11-01 21:05:00+00
79730,201011,201011,32526,86.7,100,86.7,100,86.7,100,86.7,100,31.658333,-123.071667,31.658333,-123.068333,4144,2010-11-06,17:36:00,2010-11-06 18:42:00+00
79727,201011,201011,32524,86.7,80,86.7,80,86.7,80,86.7,80,32.323333,-121.711667,32.323333,-121.713333,4051,2010-11-06,05:13:00,2010-11-06 06:00:00+00
79709,201011,201011,32519,86.7,45,86.7,45,86.7,45,86.7,45,33.488333,-119.316667,33.488333,-119.316666,1641,2010-11-05,01:48:00,2010-11-05 02:49:00+00
79708,201011,201011,32519,86.7,45,86.7,45,86.7,45,86.7,45,33.488333,-119.316667,33.488333,-119.316666,1641,2010-11-05,01:48:00,2010-11-05 02:58:00+00
79659,201011,201011,32538,90,80,90,80,90,80,90,80,31.748333,-121.31,31.746666,-121.311666,3607,2010-11-02,13:01:00,2010-11-02 14:06:00+00
79599,201011,201011,32544,93.3,26.7,93.3,26.7,93.3,26.7,93.3,26.7,32.95,-117.305,32.956666,-117.305,72,2010-10-28,18:18:00,2010-10-28 18:43:00+00
79719,201011,201011,32522,86.7,60,86.7,60,86.7,60,86.7,60,32.99,-120.351667,32.99,-120.35,721,2010-11-05,16:06:00,2010-11-05 14:58:00+00
79605,201011,201011,32545,93.3,28,93.3,28,93.3,28,93.3,28,32.915,-117.396667,32.915,-117.396666,643,2010-10-29,01:24:00,2010-10-29 03:03:00+00
79607,201011,201011,32545,93.3,28,93.3,28,93.3,28,93.3,28,32.915,-117.396667,32.915,-117.396666,643,2010-10-29,01:24:00,2010-10-29 02:35:00+00
79693,201011,201011,32528,86.8,32.5,86.8,32.5,86.8,32.5,86.8,32.5,33.888333,-118.445,33.886666,-118.446666,30,2010-11-04,13:33:00,2010-11-04 13:51:00+00
79733,201011,201011,32527,86.7,110,86.7,110,86.7,110,86.7,110,31.323333,-123.743333,31.325,-123.741666,4022,2010-11-06,23:33:00,2010-11-07 00:34:00+00
79731,201011,201011,32526,86.7,100,86.7,100,86.7,100,86.7,100,31.658333,-123.071667,31.658333,-123.068333,4144,2010-11-06,17:36:00,2010-11-06 18:23:00+00
79738,201011,201011,32512,83.3,90,83.3,90,83.3,89.9,83.3,90,32.585,-122.806667,32.578333,-122.813333,4507,2010-11-07,19:15:00,2010-11-07 20:08:00+00
79717,201011,201011,32521,86.7,55,86.7,55,86.7,54.9,86.7,55,33.158333,-120.003333,33.156666,-120.001666,1202,2010-11-05,10:20:00,2010-11-05 11:14:00+00
79724,201011,201011,32523,86.7,70,86.7,70,86.7,70.2,86.7,70,32.658333,-121.05,32.658333,-121.048333,3691,2010-11-05,23:11:00,2010-11-06 00:13:00+00
79638,201011,201011,32553,93.3,70,93.3,70,93.2,70.1,93.3,70,31.52,-120.258333,31.505,-120.228333,3942,2010-10-30,17:16:00,2010-10-30 15:57:00+00
79598,201011,201011,32544,93.3,26.7,93.3,26.7,93.3,26.7,93.3,26.7,32.95,-117.305,32.956666,-117.305,72,2010-10-28,18:18:00,2010-10-28 18:51:00+00
79732,201011,201011,32527,86.7,110,86.7,110,86.7,110,86.7,110,31.323333,-123.743333,31.325,-123.741666,4022,2010-11-06,23:33:00,2010-11-07 00:53:00+00
79621,201011,201011,32549,93.3,45,93.3,45,93.3,44.9,93.3,45,32.35,-118.551667,32.348333,-118.553333,1315,2010-10-29,17:50:00,2010-10-29 19:00:00+00
79773,201011,201011,32495,80,51,80,51,80,51,80,51,34.446667,-120.521667,34.446666,-120.521666,78,2010-11-10,02:22:00,2010-11-10 03:19:00+00
79658,201011,201011,32538,90,80,90,80,90,80,90,80,31.748333,-121.31,31.746666,-121.311666,3607,2010-11-02,13:01:00,2010-11-02 14:26:00+00
79629,201011,201011,32551,93.3,55,93.3,55,93.3,55,93.3,55,32.01,-119.23,32.011666,-119.23,1592,2010-10-30,02:24:00,2010-10-30 03:33:00+00
79631,201011,201011,32551,93.3,55,93.3,55,93.3,55,93.3,55,32.01,-119.23,32.011666,-119.23,1592,2010-10-30,02:24:00,2010-10-30 03:08:00+00
79637,201011,201011,32553,93.3,70,93.3,70,93.2,70.1,93.3,70,31.52,-120.258333,31.505,-120.228333,3942,2010-10-30,17:16:00,2010-10-30 16:18:00+00
79782,201011,201011,32498,80,70,80,70,80,70.1,80,70,33.816667,-121.856667,33.816666,-121.856666,3648,2010-11-10,17:38:00,2010-11-10 16:27:00+00
79774,201011,201011,32495,80,51,80,51,80,51,80,51,34.446667,-120.521667,34.446666,-120.521666,78,2010-11-10,02:22:00,2010-11-10 02:59:00+00
79648,201011,201011,32558,93.3,120,93.3,120,93.3,120,93.3,120,29.841667,-123.586667,29.843333,-123.585,4068,2010-11-01,00:32:00,2010-11-01 01:40:00+00
79649,201011,201011,32558,93.3,120,93.3,120,93.3,120,93.3,120,29.841667,-123.586667,29.843333,-123.585,4068,2010-11-01,00:32:00,2010-11-01 01:19:00+00
79726,201011,201011,32524,86.7,80,86.7,80,86.7,80,86.7,80,32.323333,-121.711667,32.323333,-121.713333,4051,2010-11-06,05:13:00,2010-11-06 06:19:00+00
79775,201011,201011,32495,80,51,80,51,80,51,80,51,34.446667,-120.521667,34.446666,-120.521666,78,2010-11-10,02:22:00,2010-11-10 02:50:00+00
79601,201011,201011,32559,93.4,26.4,93.4,26.4,93.4,26.4,93.4,26.4,32.953333,-117.278333,32.953333,-117.278333,15,2010-10-28,19:54:00,2010-10-28 20:14:00+00
79630,201011,201011,32551,93.3,55,93.3,55,93.3,55,93.3,55,32.01,-119.23,32.011666,-119.23,1592,2010-10-30,02:24:00,2010-10-30 03:14:00+00
79639,201011,201011,32553,93.3,70,93.3,70,93.2,70.1,93.3,70,31.52,-120.258333,31.505,-120.228333,3942,2010-10-30,17:16:00,2010-10-30 15:50:00+00
79725,201011,201011,32523,86.7,70,86.7,70,86.7,70.2,86.7,70,32.658333,-121.05,32.658333,-121.048333,3691,2010-11-05,23:11:00,2010-11-06 00:06:00+00
79707,201011,201011,32519,86.7,45,86.7,45,86.7,45,86.7,45,33.488333,-119.316667,33.488333,-119.316666,1641,2010-11-05,01:48:00,2010-11-05 03:17:00+00
79783,201011,201011,32498,80,70,80,70,80,70.1,80,70,33.816667,-121.856667,33.816666,-121.856666,3648,2010-11-10,17:38:00,2010-11-10 16:47:00+00
79781,201011,201011,32498,80,70,80,70,80,70.1,80,70,33.816667,-121.856667,33.816666,-121.856666,3648,2010-11-10,17:38:00,2010-11-10 15:50:00+00
79735,201011,201011,32514,83.3,110,83.3,110,83.3,110,83.3,110,31.913333,-124.171667,31.911666,-124.17,4197,2010-11-07,06:57:00,2010-11-07 07:52:00+00
79734,201011,201011,32514,83.3,110,83.3,110,83.3,110,83.3,110,31.913333,-124.171667,31.911666,-124.17,4197,2010-11-07,06:57:00,2010-11-07 08:11:00+00
79623,201011,201011,32549,93.3,45,93.3,45,93.3,44.9,93.3,45,32.35,-118.551667,32.348333,-118.553333,1315,2010-10-29,17:50:00,2010-10-29 18:35:00+00
79723,201011,201011,32523,86.7,70,86.7,70,86.7,70.2,86.7,70,32.658333,-121.05,32.658333,-121.048333,3691,2010-11-05,23:11:00,2010-11-06 00:31:00+00
79655,201011,201011,32540,90,100,90,100,90,100.1,90,100,31.08,-122.67,31.085,-122.661666,3960,2010-11-01,19:46:00,2010-11-01 20:46:00+00
79925,201101,201101,32626,86.7,55,86.7,55,86.7,54.9,86.7,55,33.158333,-120.003333,33.158333,-120.003333,1202,2011-01-21,07:07:00,2011-01-21 08:06:00+00
80107,201101,201101,32564,60,90,60,90,60,90.1,60,90,36.605,-125.773333,36.605,-125.775,4513,2011-02-02,22:13:00,2011-02-02 22:54:00+00
80019,201101,201101,32597,76.7,90,76.7,90,76.7,90,76.7,90,33.72,-123.635,33.72,-123.633333,4169,2011-01-27,17:57:00,2011-01-27 19:05:00+00
79924,201101,201101,32626,86.7,55,86.7,55,86.7,54.9,86.7,55,33.158333,-120.003333,33.158333,-120.003333,1202,2011-01-21,07:07:00,2011-01-21 08:15:00+00
79879,201101,201101,32639,90,37,90,37,90,37.1,90,37,33.185,-118.393333,33.183333,-118.396666,1184,2011-01-19,11:09:00,2011-01-19 12:39:00+00
79812,201101,201101,32653,93.3,35,93.3,35,93.3,35,93.3,35,32.686667,-117.878333,32.686666,-117.878333,627,2011-01-13,18:40:00,2011-01-13 17:04:00+00
79800,201101,201101,32649,91.7,26.4,91.7,26.4,91.7,26.3,91.7,26.4,33.245,-117.461667,33.245,-117.461666,19,2011-01-13,05:15:00,2011-01-13 05:32:00+00
79810,201101,201101,32653,93.3,35,93.3,35,93.3,35,93.3,35,32.686667,-117.878333,32.686666,-117.878333,627,2011-01-13,18:40:00,2011-01-13 17:35:00+00
79921,201101,201101,32625,86.7,50,86.7,50,86.7,50.1,86.7,50,33.321667,-119.668333,33.321666,-119.666666,80,2011-01-21,02:46:00,2011-01-21 03:11:00+00
79955,201101,201101,32616,83.3,80,83.3,80,83.3,80,83.3,80,32.911667,-122.125,32.911666,-122.128333,4187,2011-01-23,21:47:00,2011-01-23 22:35:00+00
79983,201101,201101,32607,81.7,43.5,81.7,43.5,81.7,43.5,81.7,43.5,34.403333,-119.801667,34.403333,-119.801666,22,2011-01-25,08:36:00,2011-01-25 08:49:00+00
79841,201101,201101,32661,93.3,90,93.3,90,93.3,90,93.3,90,30.846667,-121.591667,30.845,-121.588333,4104,2011-01-15,16:20:00,2011-01-15 14:55:00+00
80113,201101,201101,32562,60,70,60,70,60,70,60,70,37.285,-124.336667,37.278333,-124.335,3990,2011-02-03,11:05:00,2011-02-03 11:56:00+00
79873,201101,201101,32641,90,53,90,53,90,53,90,53,32.651667,-119.481667,32.65,-119.483333,1319,2011-01-18,23:05:00,2011-01-19 00:05:00+00
79891,201101,201101,32636,90,28,90,28,90,28,90,28,33.483333,-117.77,33.481666,-117.77,76,2011-01-19,21:29:00,2011-01-19 22:30:00+00
79970,201101,201101,32612,83.3,51,83.3,51,83.3,51.1,83.3,51,33.878333,-120.138333,33.876666,-120.136666,104,2011-01-24,19:37:00,2011-01-24 20:25:00+00
80041,201101,201101,32592,76.7,51,76.7,51,76.7,51,76.7,51,35.023333,-120.92,35.023333,-120.918333,243,2011-01-29,01:48:00,2011-01-29 02:44:00+00
79927,201101,201101,32627,86.7,60,86.7,60,86.7,59.9,86.7,60,32.993333,-120.346667,32.99,-120.343333,722,2011-01-21,11:51:00,2011-01-21 13:30:00+00
79931,201101,201101,32628,86.7,70,86.7,70,86.7,69.9,86.7,70,32.658333,-121.028333,32.656666,-121.03,3790,2011-01-21,18:47:00,2011-01-21 20:20:00+00
79951,201101,201101,32617,83.3,90,83.3,90,83.3,89.9,83.3,90,32.578333,-122.806667,32.578333,-122.811666,4278,2011-01-23,16:39:00,2011-01-23 15:10:00+00
79996,201101,201101,32601,80,55,80,55,80,55,80,55,34.318333,-120.8,34.318333,-120.8,747,2011-01-25,21:02:00,2011-01-25 22:10:00+00
80020,201101,201101,32597,76.7,90,76.7,90,76.7,90,76.7,90,33.72,-123.635,33.72,-123.633333,4169,2011-01-27,17:57:00,2011-01-27 18:43:00+00
79850,201101,201101,32648,90,120,90,120,90,120,90,120,30.418333,-123.998333,30.415,-123.995,4232,2011-01-16,17:14:00,2011-01-16 18:51:00+00
79871,201101,201101,32641,90,53,90,53,90,53,90,53,32.651667,-119.481667,32.65,-119.483333,1319,2011-01-18,23:05:00,2011-01-19 00:33:00+00
79893,201101,201101,32636,90,28,90,28,90,28,90,28,33.483333,-117.77,33.481666,-117.77,76,2011-01-19,21:29:00,2011-01-19 21:53:00+00
79952,201101,201101,32617,83.3,90,83.3,90,83.3,89.9,83.3,90,32.578333,-122.806667,32.578333,-122.811666,4278,2011-01-23,16:39:00,2011-01-23 14:49:00+00
79846,201101,201101,32663,93.3,110,93.3,110,93.3,110,93.3,110,30.181667,-122.923333,30.18,-122.921666,3986,2011-01-16,04:20:00,2011-01-16 05:32:00+00
79981,201101,201101,32609,83.3,39.4,83.3,39.4,83.3,39.4,83.3,39.4,34.258333,-119.325,34.256666,-119.323333,21,2011-01-25,05:27:00,2011-01-25 05:43:00+00
79969,201101,201101,32612,83.3,51,83.3,51,83.3,51.1,83.3,51,33.878333,-120.138333,33.876666,-120.136666,104,2011-01-24,19:37:00,2011-01-24 20:45:00+00
80043,201101,201101,32592,76.7,51,76.7,51,76.7,51,76.7,51,35.023333,-120.92,35.023333,-120.918333,243,2011-01-29,01:48:00,2011-01-29 02:17:00+00
80112,201101,201101,32562,60,70,60,70,60,70,60,70,37.285,-124.336667,37.278333,-124.335,3990,2011-02-03,11:05:00,2011-02-03 12:15:00+00
79919,201101,201101,32625,86.7,50,86.7,50,86.7,50.1,86.7,50,33.321667,-119.668333,33.321666,-119.666666,80,2011-01-21,02:46:00,2011-01-21 03:47:00+00
79942,201101,201101,32631,86.7,100,86.7,100,86.7,100,86.7,100,31.653333,-123.071667,31.655,-123.07,4131,2011-01-22,13:42:00,2011-01-22 14:33:00+00
80034,201101,201101,32593,76.7,55,76.7,55,76.7,55,76.7,55,34.893333,-121.203333,34.888333,-121.196666,571,2011-01-28,17:41:00,2011-01-28 18:37:00+00
79959,201101,201101,32615,83.3,70,83.3,70,83.3,70,83.3,70,33.243333,-121.443333,33.243333,-121.445,3806,2011-01-24,04:18:00,2011-01-24 05:03:00+00
79954,201101,201101,32616,83.3,80,83.3,80,83.3,80,83.3,80,32.911667,-122.125,32.911666,-122.128333,4187,2011-01-23,21:47:00,2011-01-23 22:54:00+00
79853,201101,201101,32647,90,110,90,110,90,110,90,110,30.753333,-123.335,30.753333,-123.333333,4041,2011-01-17,00:42:00,2011-01-17 01:48:00+00
79943,201101,201101,32632,86.7,110,86.7,110,86.7,110,86.7,110,31.323333,-123.741667,31.321666,-123.74,3872,2011-01-22,19:46:00,2011-01-22 20:45:00+00
