"query_name","query_type","ok","error","sql"
"TR - Cast & Zooplankton: Possible Matches","SELECT",TRUE,"","SELECT [TR - Cast & Zooplankton: Station].Cruise, [TR - Cast & Zooplankton: Station].Sta_ID, [TR - Cast & Zooplankton: Station].DateTime, ZooplanktonNew.Cruise, ZooplanktonNew.Sta_ID, ZooplanktonNew.DateTime_GMT
FROM [TR - Cast & Zooplankton: Station], ZooplanktonNew
WHERE (((ZooplanktonNew.Lat_Dec) Between ([TR - Cast & Zooplankton: Station]!Lat_Dec+0.2) And ([TR - Cast & Zooplankton: Station]!Lat_Dec-0.2)) And ((ZooplanktonNew.Lon_Dec) Between ([TR - Cast & Zooplankton: Station]!Lon_Dec+0.2) And ([TR - Cast & Zooplankton: Station]!Lon_Dec-0.2)) And ((ZooplanktonNew.DateTime_GMT) Between ([TR - Cast & Zooplankton: Station]!DateTime-0.3) And ([TR - Cast & Zooplankton: Station]!DateTime+0.3)))
GROUP BY [TR - Cast & Zooplankton: Station].Cruise, [TR - Cast & Zooplankton: Station].Sta_ID, [TR - Cast & Zooplankton: Station].DateTime, ZooplanktonNew.Cruise, ZooplanktonNew.Sta_ID, ZooplanktonNew.DateTime_GMT;"
"TR - Cast & Zooplankton: Station","SELECT",TRUE,"","SELECT Cast.Cst_Cnt, Cast.Cruise, Cast.Sta_ID, Cast.Date, Cast.St_Line
FROM Cruises INNER JOIN (Cast LEFT JOIN Zooplankton ON Cast.Cruz_Sta = Zooplankton.Cruz_Sta) ON Cruises.Cruise = Cast.Cruise
WHERE (((Cast.Sta_Code)=""st"") AND ((Cruises.[Code-ST])=""st""))
GROUP BY Cast.Cst_Cnt, Cast.Cruise, Cast.Sta_ID, Cast.Date, Cast.St_Line, Zooplankton.Cruz_Sta
HAVING (((Cast.Cruise) Between 198400 And 200900) AND ((Zooplankton.Cruz_Sta) Is Null));"
"TR - Chl & Bottle: Btl_Cnt","SELECT",TRUE,"","SELECT Chl.Btl_Cnt, Chl.ChlorA, Bottle.Btl_Cnt
FROM Bottle RIGHT JOIN Chl ON Bottle.Btl_Cnt = Chl.Btl_Cnt
WHERE (((Bottle.Btl_Cnt) Is Null));"
"TR - Cruise & Cast: Cruise","SELECT",TRUE,"","SELECT Cruises.Cruise
FROM Cast RIGHT JOIN Cruises ON Cast.Cruise = Cruises.Cruise
WHERE (((Cast.Cruise) Is Null))
GROUP BY Cruises.Cruise;"
"TR - Cruise & Zooplankton: Cruise","SELECT",TRUE,"","SELECT Cruises.Cruise, Cruises.[Code-ST]
FROM Cruises LEFT JOIN Zooplankton ON Cruises.Cruise = Zooplankton.Cruise
WHERE (((Zooplankton.Cruise) Is Null))
GROUP BY Cruises.Cruise, Cruises.[Code-ST]
HAVING (((Cruises.Cruise)>198400) AND ((Cruises.[Code-ST])=""st""));"
"TR - Cruises from Cast","SELECT",TRUE,"","SELECT Cast.Cruise, Cast.Ship_Code, Count(Cast.Sta_ID) AS NO_Stations, Min(Cast.Date) AS From, Max(Cast.Date) AS To
FROM Cast
GROUP BY Cast.Cruise, Cast.Ship_Code
ORDER BY Cast.Cruise, Cast.Ship_Code;"
"TR - Keeling_DIC & Cast: Cruise-St_ID","SELECT",TRUE,"","SELECT [Keeling DIC].ID, [Keeling DIC].Cruise, [Keeling DIC].Station_ID, [Keeling DIC].Notes, Avg(Cast.Date) AS Cast_Date, [Keeling DIC].Date AS DIC_Date, [Keeling DIC].Lat_dec AS DIC_Lat, [Keeling DIC].Long_dec AS DIC_Long, Avg(Cast.Lat_Dec) AS Cast_Lat, Avg(Cast.Lon_Dec) AS Cast_Long, ([DIC_Date]-[Cast_Date])*0.999 AS Date_Test, ([DIC_Lat]-[Cast_Lat]) AS Lat_Test, [DIC_Long]+[Cast_Long] AS Long_Test
FROM Cast RIGHT JOIN [Keeling DIC] ON (Cast.Cruise = [Keeling DIC].Cruise) AND (Cast.Sta_ID = [Keeling DIC].Station_ID)
GROUP BY [Keeling DIC].ID, [Keeling DIC].Cruise, [Keeling DIC].Station_ID, [Keeling DIC].Notes, [Keeling DIC].Date, [Keeling DIC].Lat_dec, [Keeling DIC].Long_dec
HAVING ((([Keeling DIC].Lat_dec) Is Not Null))
ORDER BY [Keeling DIC].ID;"
"TR - Nuts & Bottle: Btl_Cnt","SELECT",TRUE,"","SELECT Nuts.Btl_Cnt, Nuts.PO4ug AS Expr1, Bottle.Btl_Cnt
FROM Nuts LEFT JOIN Bottle ON Nuts.Btl_Cnt = Bottle.Btl_Cnt
WHERE (((Bottle.Btl_Cnt) Is Null));"
"TR - Prodo Bottle & Prodo_Cast: Cst_Cnt","SELECT",TRUE,"","SELECT Prodo_Bottle.Cst_Cnt AS Expr1, Prodo_Bottle.Btl_Cnt
FROM Prodo_Bottle, Prodo_Cast
WHERE (((Prodo_Cast.Cst_Cnt) Is Null));"
"TR - Prodo_Cast & Cast: Cst_Cnt","SELECT",TRUE,"","SELECT Prodo_Cast.Cst_Cnt, Prodo_Cast.Cast_ID AS Expr1
FROM Cast RIGHT JOIN Prodo_Cast ON Cast.Cst_Cnt = Prodo_Cast.Cst_Cnt
WHERE (((Cast.Cst_Cnt)=[prodo_cast].[cst_cnt]) AND ((Cast.Cast_ID)<>[Prodo_Cast].[Cast_ID]));"
"TR - Prodo_Cast & Prodo_Bottle: Cst_Cnt","SELECT",TRUE,"","SELECT Cast.Cruise, Cast.Sta_ID, Cast.Date, Prodo_Cast.Cst_Cnt
FROM Cast INNER JOIN (Prodo_Bottle RIGHT JOIN Prodo_Cast ON Prodo_Bottle.Cst_Cnt = Prodo_Cast.Cst_Cnt) ON Cast.Cst_Cnt = Prodo_Cast.Cst_Cnt
WHERE (((Prodo_Bottle.Cst_Cnt) Is Null));"
"TR - Station_ID & Cast: DbSta_ID","SELECT",TRUE,"","SELECT Station_ID.ID, Station_ID.Sta_ID, Station_ID.DBSta_ID, Station_ID.Sta_Code
FROM Station_ID LEFT JOIN Cast ON Station_ID.DBSta_ID = Cast.DbSta_ID
WHERE (((Cast.DbSta_ID) Is Null));"
"TR - Zooplankton","SELECT",TRUE,"","SELECT Zooplankton.Cruise, Zooplankton.Order_Occ, Zooplankton.Tow_Date, Zooplankton.Sta_ID, Zooplankton.Cruz_Sta, Zooplankton.St_Line, Zooplankton.St_Sta, Zooplankton.Net_Loc
FROM Zooplankton INNER JOIN Station_ID ON Zooplankton.Sta_ID = Station_ID.Sta_ID
GROUP BY Zooplankton.Cruise, Zooplankton.Order_Occ, Zooplankton.Tow_Date, Zooplankton.Sta_ID, Zooplankton.Cruz_Sta, Zooplankton.St_Line, Zooplankton.St_Sta, Zooplankton.Net_Loc
HAVING (((Zooplankton.Cruise)=196009) AND ((Zooplankton.Net_Loc)=""S""))
ORDER BY Zooplankton.Sta_ID;"
"TR - Zooplankton & Cast: Cruise","SELECT",TRUE,"","SELECT Zooplankton.Cruise, Count(Zooplankton.Sta_ID) AS CountOfSta_ID
FROM Cast RIGHT JOIN Zooplankton ON Cast.Cruz_Sta = Zooplankton.Cruz_Sta
WHERE (((Cast.Cruise) Is Null))
GROUP BY Zooplankton.Cruise;"
"TR - Zooplankton & Cast: Station","SELECT",TRUE,"","SELECT Zooplankton.Cruise AS Zoo_Cruise, Zooplankton.Sta_ID AS Zoo_St_ID, Cast.St_Line, Zooplankton.Tow_Date
FROM Cast RIGHT JOIN Zooplankton ON Cast.Cruz_Sta=Zooplankton.Cruz_Sta
WHERE (((Cast.Sta_ID) Is Null))
GROUP BY Zooplankton.Cruise, Zooplankton.Sta_ID, Cast.St_Line, Zooplankton.Tow_Date
HAVING (((Zooplankton.Cruise) Between 198400 And 200900));"
"TR - Zooplankton & Station_ID: Station","SELECT",TRUE,"","SELECT Zooplankton.Cruise AS Zoo_Cruise, Zooplankton.Sta_ID AS Zoo_St_ID, Station_ID.Sta_ID
FROM Zooplankton LEFT JOIN Station_ID ON Zooplankton.Sta_ID = Station_ID.Sta_ID
GROUP BY Zooplankton.Cruise, Zooplankton.Sta_ID, Station_ID.Sta_ID
HAVING (((Zooplankton.Cruise)>198400) AND ((Station_ID.Sta_ID) Is Null));"
"TS - Cast: Line  Coverage","CROSS_TAB",TRUE,"","TRANSFORM Count(Cast.Cast_ID) AS CountOfCast_ID
SELECT Cruises.Cruise
FROM Cruises INNER JOIN (Station_ID INNER JOIN Cast ON Station_ID.Sta_ID = Cast.Sta_ID) ON Cruises.Cruise = Cast.Cruise
WHERE (((Cast.St_Line)=76.7 Or (Cast.St_Line)=80 Or (Cast.St_Line)=83.3 Or (Cast.St_Line)=86.7 Or (Cast.St_Line)=90 Or (Cast.St_Line)=93.3) AND ((Station_ID.Sta_Code)=""st"")) OR (((Cast.St_Line) Between 76.5 And 77.2))
GROUP BY Cruises.Cruise
PIVOT Cast.St_Line;"
"TS - Cast: Line Chl  Coverage","CROSS_TAB",TRUE,"","TRANSFORM Count(Chl.ChlorA) AS CountOfChlorA
SELECT Cast.Cruise
FROM (Cast INNER JOIN Bottle ON Cast.Cst_Cnt = Bottle.Cst_Cnt) INNER JOIN Chl ON Bottle.Btl_Cnt = Chl.Btl_Cnt
WHERE (((Cast.St_Line)=76.7 Or (Cast.St_Line)=80 Or (Cast.St_Line)=83.3 Or (Cast.St_Line)=86.7 Or (Cast.St_Line)=90 Or (Cast.St_Line)=93.3) AND ((Chl.ChlorA) Is Not Null))
GROUP BY Cast.Cruise
PIVOT Cast.St_Line;"
"TS - Cruise: Line 90 Coverage","CROSS_TAB",TRUE,"","TRANSFORM Count(Bottle.Depthm) AS CountOfDepthm
SELECT Cruises.Cruise, Cast.St_Line, Avg(Cast.Date) AS AvgOfDate
FROM Cruises INNER JOIN ((Station_ID INNER JOIN Cast ON Station_ID.Sta_ID = Cast.Sta_ID) INNER JOIN Bottle ON Cast.Cst_Cnt = Bottle.Cst_Cnt) ON Cruises.Cruise = Cast.Cruise
WHERE (((Cast.St_Line)=93.3) AND ((Station_ID.Sta_Code)=""st"") AND ((Bottle.RecInd)=3))
GROUP BY Cruises.Cruise, Cast.St_Line, Bottle.RecInd
ORDER BY Cruises.Cruise
PIVOT Cast.St_Station;"
"TS - Tow Station Coverage","CROSS_TAB",TRUE,"","TRANSFORM Avg([TR - NMFS_Tows].NMFS_TowDateTimeGMT) AS AvgOfNMFS_TowDateTimeGMT
SELECT [TR - NMFS_Tows].CC_CruiseNo
FROM NMFS_Station_ID INNER JOIN [TR - NMFS_Tows] ON NMFS_Station_ID.NMFS_Sta_ID = [TR - NMFS_Tows].NMFS_Sta_ID
WHERE (((NMFS_Station_ID.St_Code)=""st""))
GROUP BY [TR - NMFS_Tows].CC_CruiseNo
ORDER BY [TR - NMFS_Tows].CC_CruiseNo
PIVOT [TR - NMFS_Tows].St_ID;"
"TV - Chl Value Tests","SELECT",TRUE,"","SELECT Cast.Cruise, Cast.Sta_ID, Bottle.Depthm, Chl.ChlorA, Chl.Phaeop, [ChlorA]/([Phaeop]+0.0001) AS [Chl-Pheo Ratio]
FROM Cast INNER JOIN (Bottle INNER JOIN Chl ON Bottle.Btl_Cnt = Chl.Btl_Cnt) ON Cast.Cst_Cnt = Bottle.Cst_Cnt
WHERE (((Cast.St_Station)>50))
GROUP BY Cast.Cruise, Cast.Sta_ID, Bottle.Depthm, Chl.ChlorA, Chl.Phaeop
HAVING (((Bottle.Depthm)<21) AND ((Chl.ChlorA) Is Not Null) AND ((Chl.Phaeop)>0) AND (([ChlorA]/([Phaeop]+0.0001))<1))
ORDER BY [ChlorA]/([Phaeop]+0.0001);"
"TV - Deep Properties","SELECT",TRUE,"","SELECT Cast.Year, Cast.Cruise, Avg(Cast.Date) AS Date, Avg(Cast.St_Line) AS AvgLine, Avg(Cast.St_Station) AS AvgStation, Count(Bottle.Depthm) AS StationCount, Bottle.Depthm AS Depth, Avg(Bottle.T_degC) AS Temp, Avg(Bottle.Salnty) AS Sal, Avg(Bottle.STheta) AS STheta, Avg(Nuts.PO4uM) AS Phosphate, Avg(Nuts.SiO3uM) AS Silicate, Avg(Nuts.NO2uM) AS Nitrite, Avg(Nuts.NO3uM) AS Nitrate, Avg(Bottle.O2ml_L) AS O2, [Nitrate]/[Phosphate] AS [N-P Ratio], [Nitrate]/[Silicate] AS [N-Si Ratio], [Phosphate]/[Silicate] AS [P-Si Ratio], [Sal]/[O2] AS [Sal-O2 Ratio]
FROM Cruises INNER JOIN ((Station_ID INNER JOIN Cast ON Station_ID.DBSta_ID = Cast.DbSta_ID) INNER JOIN (Bottle INNER JOIN Nuts ON Bottle.Btl_Cnt = Nuts.Btl_Cnt) ON Cast.Cst_Cnt = Bottle.Cst_Cnt) ON Cruises.Cruise = Cast.Cruise
WHERE (((Cruises.[Code-ST])=""st"") AND ((Station_ID.St_Line) Between 80 And 90) AND ((Station_ID.St_Sta) Between 50 And 120) AND ((Bottle.Depthm)=500) AND ((Bottle.RecInd)=7))
GROUP BY Cast.Year, Cast.Cruise, Bottle.Depthm, Station_ID.Sta_Code
HAVING (((Cast.Year)>1983) AND ((Station_ID.Sta_Code)=""st""));"
"TV - Property Tests","SELECT",TRUE,"","SELECT Cast.Year, Cast.Cruise, Cast.Sta_ID, Bottle.Depthm AS Depth, Count(Bottle.Depthm) AS DepthCount, Avg(Bottle.STheta) AS STheta, Avg(Bottle.T_degC) AS Temp, Avg(Bottle.Salnty) AS Sal, Avg(Nuts.NO3uM) AS Nitrate, Avg(Nuts.PO4uM) AS Phosphate, Avg(Nuts.SiO3uM) AS Silicate, Avg(Bottle.O2Sat) AS O2Sat, [Nitrate]/[Phosphate] AS [N-P Ratio], [Nitrate]/[Silicate] AS [N-Si Ratio], [Phosphate]/[Silicate] AS [P-Si Ratio], [Sal]/[O2Sat] AS [Sal-O2 Ratio]
FROM Cruises INNER JOIN ((Station_ID INNER JOIN Cast ON Station_ID.DBSta_ID = Cast.DbSta_ID) INNER JOIN ((Bottle LEFT JOIN Chl ON Bottle.Btl_Cnt = Chl.Btl_Cnt) INNER JOIN Nuts ON Bottle.Btl_Cnt = Nuts.Btl_Cnt) ON Cast.Cst_Cnt = Bottle.Cst_Cnt) ON Cruises.Cruise = Cast.Cruise
WHERE (((Cruises.[Code-ST])=""st"") AND ((Station_ID.St_Line) Between 80 And 90) AND ((Station_ID.St_Sta) Between 50 And 120) AND ((Cast.Year) Between 1984 And 2006))
GROUP BY Cast.Year, Cast.Cruise, Cast.Sta_ID, Bottle.Depthm, Station_ID.Sta_Code
HAVING (((Station_ID.Sta_Code)=""st""));"
"TX - Cast","SELECT",TRUE,"","SELECT Cast.Cst_Cnt, Cast.Cruise, Cruises.Ship1, Cast.Sta_ID, Station_ID.Sta_Code
FROM Cruises INNER JOIN (Station_ID INNER JOIN Cast ON Station_ID.Sta_ID = Cast.Sta_ID) ON Cruises.Cruise = Cast.Cruise
WHERE (((Cast.Cruise)=199702));"
"TX - Cast & Zooplankton: Station Matches","SELECT",TRUE,"","SELECT Cast.Cst_Cnt, Cast.Cruise, Cast.Sta_ID, Cast.Date, Cast.Time, [Date]+[Time] AS DateTime, Cast.Month, Cast.Lat_Dec, Cast.Lon_Dec, Cast.Sta_Code
FROM Cruises INNER JOIN (Cast LEFT JOIN Zooplankton ON Cast.Cruz_Sta = Zooplankton.Cruz_Sta) ON Cruises.Cruise = Cast.Cruise
WHERE (((Cruises.[Code-ST])=""st""))
GROUP BY Cast.Cst_Cnt, Cast.Cruise, Cast.Sta_ID, Cast.Date, Cast.Time, Cast.Month, Cast.Lat_Dec, Cast.Lon_Dec, Cast.Sta_Code
HAVING (((Cast.Cruise)>198312) AND ((Cast.Sta_Code)=""sco"" Or (Cast.Sta_Code)=""st""));"
"Temp Line90 -MT","CROSS_TAB",TRUE,"","TRANSFORM Avg(Bottle.T_degC) AS AvgOfT_degC
SELECT Cast.Year, Cast.Cruise, Avg(Cast.Date) AS Date, (Month([Date])+Day([Date])/30.5-1) AS Month, Avg(Cast.Quarter) AS AvgOfQuarter
FROM (Station_ID INNER JOIN Cast ON Station_ID.Sta_ID = Cast.Sta_ID) INNER JOIN Bottle ON Cast.Cst_Cnt = Bottle.Cst_Cnt
WHERE (((Bottle.Depthm)=10) AND ((Station_ID.St_Line)=90) AND ((Station_ID.Sta_Code)=""st""))
GROUP BY Cast.Year, Cast.Cruise
PIVOT Cast.Sta_ID;"
"UQ-Bottle-ShipCode Query","UPDATE",TRUE,"","UPDATE Cast INNER JOIN Bottle ON Cast.Cst_Cnt = Bottle.Cst_Cnt
SET Bottle.Depth_ID = Left([Depth_ID],7)+Right([Ship_Code],2)+Right([Depth_ID],29)
WHERE (((InStr([Bottle].[Depth_ID],Right([Cast].[Ship_Code],2)))=""0""));"
"UQ-Bottle_Oxyumol/Kg_equation","UPDATE",TRUE,"","UPDATE Cast INNER JOIN Bottle ON Cast.Cst_Cnt = Bottle.Cst_Cnt
SET Bottle.[Oxy_µmol/Kg] = (([Bottle].[O2ml_L]*44660)/([Bottle].[STheta]+1000))
WHERE (((Cast.Cruise)=201604) AND ((Bottle.O2ml_L) Is Not Null));"
"UQ-BtlNum","UPDATE",TRUE,"","UPDATE Bottle1 INNER JOIN [1995-2009Bottle] ON Bottle1.Btl_Cnt=[1995-2009Bottle].Btl_Cnt
SET Bottle1.BtlNum = [1995-2009Bottle].BtlNum
WHERE (((Bottle1.Depthm)=[1995-2009Bottle].Depthm) And ((Bottle1.Btl_Cnt)=[1995-2009Bottle].Btl_Cnt));"
"UQ-Cast-ShipCode Query","UPDATE",TRUE,"","UPDATE Cast
SET Cast.Cast_ID = Left([Cast_ID],7)+Right([Ship_Code],2)+Right([Cast_ID],21)
WHERE (((InStr([Cast_ID],Right([Ship_Code],2)))=""0""));"
"UQ-CruiseAlias","UPDATE",TRUE,"","UPDATE Cast
SET Cast.CruiseAlias = [cast].[Cruise]
WHERE (((Cast.Cruise)=202304));"
"UQ-CruiseAlias_Zoop","UPDATE",TRUE,"","UPDATE Zooplankton
SET Zooplankton.CruiseAlias = [Zooplankton].[Cruise]
WHERE (((Zooplankton.Cruise)=201802));"
"UQ-Cruise_ID","UPDATE",TRUE,"","UPDATE Cruises INNER JOIN Cast ON Cruises.Cruise = Cast.Cruise
SET Cast.Cruise_ID = UCase(Format(cruises.begdate1,""yyyy-mm-dd""))+""-C-""+cast.ship_code;"
"UQ-Cruise_ID_new","UPDATE",TRUE,"","UPDATE Cast, Cast1
SET Cast.Ship_Code = Cast1.Ship_Code
WHERE (((Cast.Ship_Code)<>[Cast1].[Ship_Code]));"
"UQ-Decimal Lat/Lon","UPDATE",TRUE,"","UPDATE Cast
SET Cast.Lat_Dec = Cast.Lat_Deg+(Cast.Lat_Min/60), Cast.Lon_Dec = Cast.Lon_Deg-(Cast.Lon_Min/60);"
"UQ-DepthID_PR","UPDATE",TRUE,"","UPDATE Bottle
SET Bottle.Depth_ID = Replace([Depth_ID],""-PR-"",""-MX-"")
WHERE (((Bottle.Depth_ID) Like ""*-8410NM-PR-*"") AND ((Bottle.Cst_Cnt)=23954));"
"UQ-Prodo_Cast-ShipCode Query","UPDATE",TRUE,"","UPDATE Cast INNER JOIN Prodo_Cast ON Cast.Cst_Cnt = Prodo_Cast.Cst_Cnt
SET Prodo_Cast.Cast_ID = Left(Prodo_Cast.Cast_ID,7)+Right(Cast.Ship_Code,2)+Right(Prodo_Cast.Cast_ID,21)
WHERE (((InStr([Prodo_Cast].[Cast_ID],Right([Cast].[Ship_Code],2)))=""0""));"
"UQ-Prodo_IncTim","UPDATE",TRUE,"","UPDATE Prodo_Cast INNER JOIN Prodo_Bottle ON Prodo_Cast.Cst_Cnt = Prodo_Bottle.Cst_Cnt
SET Prodo_Bottle.IncTim = Format(Abs([Prodo_Cast].[Inc_Str]-[Prodo_Cast].[Inc_End]),""Long Time"")
WHERE (((Prodo_Bottle.C14As1) Is Not Null) AND ((Prodo_Bottle.C14As2) Is Not Null) AND ((Prodo_Bottle.DarkAs) Is Not Null) AND ((Prodo_Bottle.Btl_Cnt)>=887236));"
"UQ-Rpt_Line","UPDATE",TRUE,"","UPDATE Cast
SET Cast.Rpt_Line = Format(Val(Left(Cast.Sta_ID,5)),""#.0""), Cast.Rpt_Sta = Format(Val(Right(Cast.Sta_ID,5)),""#.0"")
WHERE (((Cast.Year)>2008));"
"UQ-Rpt_Oxyumol/Kg_equation","UPDATE",TRUE,"","UPDATE Rpt_Data
SET Rpt_Data.[R_Oxy_µmol/Kg] = (([Rpt_Data].[R_O2]*44660)/([Rpt_Data].[R_SIGMA]+1000))
WHERE (((Rpt_Data.R_O2) Is Not Null) AND ((Rpt_Data.Btl_Cnt)>862871));"
"UQ-Rpt_R_Oxyumol/Kg","UPDATE",TRUE,"","UPDATE Cast INNER JOIN (Bottle INNER JOIN Rpt_Data ON Bottle.Btl_Cnt = Rpt_Data.Btl_Cnt) ON Cast.Cst_Cnt = Bottle.Cst_Cnt
SET Rpt_Data.[R_Oxy_µmol/Kg] = [Bottle].[Oxy_µmol/Kg]
WHERE (((Cast.Cruise)=202304));"
"UQ-Ship_Code","UPDATE",TRUE,"","UPDATE Cast INNER JOIN [0-Ships] ON Cast.Ship_Code = [0-Ships].Ship_Code
SET Cast.Ship_Name = [0-Ships].Ship_Name
WHERE (((Cast.Ship_Name)<>[0-Ships].[Ship_Name]) AND ((Cast.Ship_Code)=[0-Ships].[Ship_Code]));"
"UQ_AppendTo_DIC","APPEND",TRUE,"","INSERT INTO DICs (ID, Cruise, Btl_Cnt, StaPr, Depthm, Depth_ID, Sta_ID, pH1, pH2, DIC1, DIC2, TA1, TA2, Salinity1, Salinity2, Bottle_ID2, Niskin)
SELECT [1507DIC_DB].ID, [1507DIC_DB].Cruise, [1507DIC_DB].Btl_Cnt, [1507DIC_DB].StaPr, [1507DIC_DB].Depthm, [1507DIC_DB].Depth_ID, [1507DIC_DB].Sta_ID, [1507DIC_DB].pH1, [1507DIC_DB].pH2, [1507DIC_DB].DIC1, [1507DIC_DB].DIC2, [1507DIC_DB].TA1, [1507DIC_DB].TA2, [1507DIC_DB].Salinity1, [1507DIC_DB].Salinity2, [1507DIC_DB].Bottle_ID2, [1507DIC_DB].D_Nisk1
FROM 1507DIC_DB;"
"UQ_Blt_Cnt_Renumber","UPDATE",TRUE,"","UPDATE [2007-2107rpt-data]
SET [2007-2107rpt-data].Btl_Cnt = [2007-2107rpt-data].[Btl_Cnt]-18;"
"UQ_Depth_ID_CharLen_BottleTable","UPDATE",TRUE,"","UPDATE Bottle
SET Bottle.Depth_ID = Replace([Depth_ID],""-800505"",""-08000505"")
WHERE (((Bottle.Depth_ID) Like ""*-800505*"") AND ((Bottle.Cst_Cnt)>32423));"
"UQ_Depth_ID_SBB_BottleTable","UPDATE",TRUE,"","UPDATE Bottle
SET Bottle.Depth_ID = Replace([Depth_ID],""0470"",""0469"")
WHERE (((Bottle.Depth_ID) Like ""*-08180470*"") AND ((Bottle.Cst_Cnt)>32423));"
"UQ_StaName","UPDATE",TRUE,"","UPDATE Cast
SET Cast.St_Station = Replace([St_Station],""47"",""46.9"")
WHERE (((Cast.St_Station) Like ""*47"") AND ((Cast.Year)>2008));"
"UQ_Sta_ID_SBB_BottleTable","UPDATE",TRUE,"","UPDATE Bottle
SET Bottle.Sta_ID = Replace([Sta_ID],""86.7 050.0"",""086.7 050.0"")
WHERE (((Bottle.Sta_ID) Like ""86.7 050.0"") AND ((Bottle.Cst_Cnt)>32665));"
"UQ_Table2Table_Bottle_To_DIC","UPDATE",TRUE,"","UPDATE Cast INNER JOIN (Bottle INNER JOIN DICs ON Bottle.Sta_ID = DICs.Sta_ID) ON (Cast.Cst_Cnt = Bottle.Cst_Cnt) AND (Cast.Cruise = DICs.Cruise)
SET DICs.Depth_ID = [Bottle].[Depth_ID], DICs.Btl_Cnt = [Bottle].[Btl_Cnt]
WHERE (((Cast.Cruise)=201402) AND ((Cast.Cst_Cnt)<>33468) AND ((DICs.Niskin)=[Bottle].[BtlNum]) AND ((DICs.Sta_ID)=[Bottle].[Sta_ID]));"
"UQ_Table2Table_Bottle_To_DIC_csv","UPDATE",TRUE,"","UPDATE (1507DIC_DB INNER JOIN Cast ON [1507DIC_DB].Cruise = Cast.Cruise) INNER JOIN Bottle ON (Cast.Cst_Cnt = Bottle.Cst_Cnt) AND ([1507DIC_DB].Sta_ID = Bottle.Sta_ID)
SET [1507DIC_DB].Depth_ID = [Bottle].[Depth_ID], [1507DIC_DB].Btl_Cnt = [Bottle].[Btl_Cnt]
WHERE ((([1507DIC_DB].StaNisk)=[Bottle].[BtlNum]) AND ((Cast.Cruise)=201507) AND (([1507DIC_DB].Sta_ID)=[Bottle].[Sta_ID]));"
"UQ_UpdateRpt_Line","UPDATE",TRUE,"","UPDATE Cast
SET Cast.Rpt_Line = Format(Val(Right([Rpt_Line],4)),""#.0"")
WHERE (((Cast.Rpt_Line) Like ""90"" Or (Cast.Rpt_Line)=""80"" Or (Cast.Rpt_Line)=""70"" Or (Cast.Rpt_Line)=""60"") AND ((Cast.Cst_Cnt)>=35959));"
"UQ_UpdateRpt_Sta_4digits","UPDATE",TRUE,"","UPDATE Cast
SET Cast.Rpt_Sta = Format(Val(Right([Rpt_Sta],4)),""#.0"")
WHERE (((Cast.Rpt_Sta) Like ""28"" Or (Cast.Rpt_Sta)=""30"" Or (Cast.Rpt_Sta)=""35"" Or (Cast.Rpt_Sta)=""37"" Or (Cast.Rpt_Sta)=""45"" Or (Cast.Rpt_Sta)=""50"" Or (Cast.Rpt_Sta)=""53"" Or (Cast.Rpt_Sta)=""60"" Or (Cast.Rpt_Sta)=""55"" Or (Cast.Rpt_Sta)=""70"" Or (Cast.Rpt_Sta)=""80"" Or (Cast.Rpt_Sta)=""90"" Or (Cast.Rpt_Sta)=""42"" Or (Cast.Rpt_Sta)=""51"" Or (Cast.Rpt_Sta)=""33"" Or (Cast.Rpt_Sta)=""40"" Or (Cast.Rpt_Sta)=""49"") AND ((Cast.Cst_Cnt)>=35128));"
"UQ_UpdateRpt_Sta_5digits","UPDATE",TRUE,"","UPDATE Cast
SET Cast.Rpt_Sta = Format(Val(Right([Rpt_Sta],5)),""#.0"")
WHERE (((Cast.Rpt_Sta) Like ""100"" Or (Cast.Rpt_Sta)=""110"" Or (Cast.Rpt_Sta)=""120"") AND ((Cast.Cst_Cnt)>=35128));"
"UQ_reupdateProdo","UPDATE",TRUE,"","UPDATE 1411_btldb INNER JOIN Prodo_Bottle ON [1411_btldb].Btl_Cnt = Prodo_Bottle.Btl_Cnt
SET Prodo_Bottle.C14As1 = [1411_btldb].[C14As1], Prodo_Bottle.C14A1p = [1411_btldb].[C14A1p], Prodo_Bottle.C14A1q = [1411_btldb].[C14A1q], Prodo_Bottle.C14As2 = [1411_btldb].[C14As2], Prodo_Bottle.C14A2p = [1411_btldb].[C14A2p], Prodo_Bottle.C14A2q = [1411_btldb].[C14A2q], Prodo_Bottle.DarkAs = [1411_btldb].[DarkAs], Prodo_Bottle.DarkAp = [1411_btldb].[DarkAp], Prodo_Bottle.DarkAq = [1411_btldb].[DarkAq], Prodo_Bottle.MeanAs = [1411_btldb].[MeanAs], Prodo_Bottle.MeanAp = [1411_btldb].[MeanAp], Prodo_Bottle.MeanAq = [1411_btldb].[MeanAq], Prodo_Bottle.IncTim = [1411_btldb].[IncTim], Prodo_Bottle.LightP = [1411_btldb].[LightP];"
"Uq-ShipName","UPDATE",TRUE,"","UPDATE [0-Ships] INNER JOIN Cast ON [0-Ships].Ship_Code = Cast.Ship_Code
SET Cast.Ship_Name = [0-Ships].Ship_Name
WHERE (((Cast.Ship_Name)<>[0-Ships].[Ship_Name]));"
